work_idx,expert_1_raw,expert_2_raw,expert_3_raw,expert_4_raw,expert_5_raw,z_score_score,robust_z_score,percentile_score
352,50,61,49,65,66,0.35757443014364065,0.331931210118179,0.299434549306198
353,58,38,22,28,38,-0.8834939278844083,-0.8090744634653984,-0.8121957172586187
354,0,25,20,20,25,-2.0722396038886397,-1.9753617487328536,-1.9875259198456998
355,53,28,77,37,48,-0.16797443955032634,-0.1413443339788949,-0.11656212827830179
356,70,39,60,46,52,0.1236078055680482,0.14376558285906732,0.14968211648460503
357,40,42,50,46,72,-0.14977814562184566,-0.16690894877863718,-0.16588760267283637
358,39,38,57,58,65,-0.0653615723047057,-0.08203945880999707,-0.09173901658605832
359,60,30,20,31,50,-0.8207549054422346,-0.7656806523662049,-0.7708631263639955
360,33,40,33,61,46,-0.5957472718850971,-0.5725153033934903,-0.5694695596343337
361,30,43,48,20,62,-0.6934750819195574,-0.6737989740822603,-0.7345995867345433
362,44,32,20,40,38,-1.0363761267160274,-0.9715182519715098,-1.0016146960445682
363,41,25,52,30,25,-1.00848177337947,-0.926080529479963,-0.9290172306924831
364,51,56,51,51,80,0.3271531245687777,0.289260629203972,0.30835131523962167
365,70,48,48,50,51,0.11819959864569114,0.13948909133045112,0.13642872119877833
366,35,32,20,27,60,-1.0651003526827048,-1.0299741177928148,-1.038176811347998
367,54,50,60,38,63,0.07819183777389634,0.07873775579158016,0.05616917171489415
368,52,48,59,55,67,0.24667060496382698,0.22734583641099224,0.2037352465945093
369,48,61,52,55,78,0.38621917446705173,0.3458926971674847,0.3536771921367603
370,52,65,41,35,70,0.04031429409719376,0.03452638013544529,0.023922455866081816
371,55,66,26,55,33,-0.271755792947854,-0.22190588762826727,-0.2159411558607757
372,37,60,56,52,81,0.27704887010785556,0.23014442277898373,0.24948958641543592
373,54,48,61,56,85,0.5031006461478965,0.4511069666877033,0.5216183968233279
374,53,35,67,40,33,-0.33458008755833113,-0.28190254819150007,-0.3103273735342795
375,62,59,72,38,48,0.28949841423183476,0.30929096084903446,0.3073769780911781
376,60,32,44,55,70,-0.007187527183209874,-0.017923530671406042,-0.01931992636230202
377,35,24,50,41,51,-0.7241836808559137,-0.6958417723290247,-0.6821683238214876
378,27,32,32,79,60,-0.4374394202313895,-0.45113841147835476,-0.43789836788458614
379,58,45,36,33,69,-0.22852056564823342,-0.22086820953676475,-0.23120260224838463
380,39,75,49,77,60,0.4574299532103347,0.4257939102131737,0.4348694792658135
381,50,77,62,66,39,0.44581551737339453,0.4551318998911068,0.44607307882618025
382,43,46,48,35,78,-0.14354922190193417,-0.162097895808944,-0.15938351704742879
383,22,20,21,43,46,-1.3476456726271857,-1.3001163142806205,-1.2917857174646539
384,56,53,44,37,50,-0.21180402548815902,-0.18099621499054927,-0.1893177846358087
385,70,50,56,43,78,0.4567864511793104,0.43230298187805277,0.43146034666420957
386,46,50,47,59,85,0.27736227711435885,0.22715716766708266,0.2815994284633054
387,55,74,56,29,40,-0.004724163277409721,0.03726207692213359,0.039551752517207286
388,50,46,60,43,43,-0.1841299212085186,-0.15225567633499648,-0.17890619106494773
389,24,20,35,20,23,-1.6469005695109318,-1.5469579208955981,-1.6284963331747435
390,63,50,48,45,73,0.23065433827185416,0.21555403991664618,0.19982759126833496
391,67,48,48,23,48,-0.2556646395879552,-0.20813306932287104,-0.2269964969546175
392,57,38,42,66,39,-0.2067734869862173,-0.17398402667524482,-0.2052604319505659
393,44,30,33,20,44,-1.055269815704658,-0.9901964576185541,-1.0334671466468905
394,54,42,61,47,78,0.25180626133978223,0.2211826574432807,0.22892179881794447
395,43,33,41,32,52,-0.7089623768147872,-0.6723210689216355,-0.6473340751265984
396,57,56,29,38,48,-0.3619218304361257,-0.322277659388141,-0.32021852525626127
397,38,65,47,80,68,0.41218610763833025,0.36821849853011324,0.36775470042814074
398,24,20,50,22,33,-1.3263087550129502,-1.2523202324902043,-1.3022826964956151
399,57,21,30,24,36,-1.0752143871549626,-0.9924290377548168,-0.999357327530662
400,46,58,40,72,56,0.12301575820184969,0.11351569425223818,0.0960082063631414
401,55,50,60,47,45,-0.0011488541649719909,0.023740816941950082,0.002088474302048615
402,54,52,35,50,65,-0.05916807713101169,-0.060814225120174106,-0.07055562669838844
403,55,57,75,51,38,0.24744838438309205,0.2720917735082041,0.2700570462435861
404,57,46,47,60,51,0.019341399623674083,0.031098897954422035,0.01926349572452537
405,52,52,51,65,80,0.44656150153011576,0.39897150378736784,0.401119673832128
406,64,52,68,42,72,0.4793734256959873,0.458716606025388,0.44780768439299956
407,58,28,50,40,34,-0.5618937743417896,-0.49978350261636384,-0.5288916586587972
408,57,69,36,36,62,0.018784313930679843,0.028143087633172647,0.03268175085693239
409,40,30,42,45,22,-0.9506062043041782,-0.8722156030937903,-0.8950387395585881
410,42,21,20,36,22,-1.4179273943184145,-1.3187945199276645,-1.343937121027669
411,44,60,79,70,45,0.4774953901539126,0.4696593931721411,0.4470798978134477
412,56,62,72,73,44,0.5958362406693253,0.5923569662946433,0.5837955409669794
413,54,20,37,23,38,-1.0282932058942833,-0.9517080338610084,-1.0151040281732853
414,50,51,63,39,75,0.21581047584075344,0.192127670881212,0.18173958707006804
415,31,33,26,25,27,-1.4059056002509278,-1.315618596071854,-1.3098465384839613
416,64,60,32,30,36,-0.3986109742080338,-0.33293744341902987,-0.3669946460048289
417,40,40,64,61,70,0.14939711215165494,0.11791796494346074,0.11727061772887519
418,35,41,56,51,73,-0.08582436774565261,-0.11216356825421984,-0.10334703845986826
419,46,48,33,25,60,-0.5743984824320137,-0.5466991302685354,-0.5508227577399039
420,30,29,55,48,57,-0.5213754417474392,-0.5140594375721855,-0.5074932793648488
421,60,36,62,44,40,-0.17275601124447876,-0.132068120736676,-0.14186990849732073
422,47,70,63,34,52,0.11240355748665345,0.125936386559616,0.14636901234107164
423,48,60,51,60,84,0.4811994889776308,0.42720892579249525,0.4669729006517736
424,20,25,20,0,20,-2.0837361060524775,-1.9580671138744798,-2.125894800059187
425,44,57,30,34,37,-0.6721251253641869,-0.6135507551938147,-0.636686877551154
426,28,64,46,76,55,0.06973786067533913,0.050374554623846414,0.03408095973843568
427,62,65,50,30,42,-0.06875105038885583,-0.023898040895208018,-0.05095943560325973
428,40,60,44,71,50,0.0437959046214622,0.04182157156661408,0.012855696218213964
429,57,35,47,35,68,-0.21611971193016802,-0.21033420466848227,-0.2179037565912761
430,30,42,42,26,50,-0.8441735242047346,-0.8053010885872076,-0.8074329874992439
431,52,57,49,53,84,0.39287475513377956,0.34721337837485156,0.3913348923203669
432,37,40,28,50,20,-1.0082914050853133,-0.927841437756452,-0.9939295869894165
433,52,49,34,70,41,-0.17032349649235531,-0.14514915364773723,-0.1857682712070062
434,38,36,36,50,70,-0.4068225689488093,-0.4156372428327103,-0.41029636955940985
435,54,43,50,49,38,-0.28262473938969446,-0.24042686932205354,-0.27689158382257767
436,50,38,53,47,23,-0.5439308314288285,-0.47456478051378903,-0.5024940291831059
437,64,44,48,41,50,-0.12322211457893291,-0.09288791158479544,-0.09570947297150081
438,29,60,40,71,54,-0.11032131988581773,-0.11964742842929812,-0.15251201822479576
439,33,42,51,32,70,-0.40801731940990615,-0.4123355398142934,-0.4149086973069826
440,30,41,43,51,80,-0.24254980324369924,-0.27608526192095606,-0.2553136564801023
441,40,38,63,56,72,0.07706860103463715,0.047230075558687454,0.06090746763494013
442,43,31,37,60,67,-0.3110490909717744,-0.3204538615303488,-0.3197056995008477
443,42,55,36,30,61,-0.4346015557925903,-0.41714659278398647,-0.4114044488371486
444,50,44,62,52,82,0.335397239630513,0.2918705468280539,0.32508936461110477
445,59,39,39,15,56,-0.5933597314811871,-0.5478625875226443,-0.67987277606447
446,32,26,65,40,75,-0.3015137534684968,-0.3223719937600958,-0.30002349900474534
447,20,36,62,40,35,-0.8026075058105713,-0.7581339026098234,-0.796725533964314
448,43,47,50,63,83,0.2611459793662161,0.21020842550587596,0.2447420421845754
449,32,20,20,20,23,-1.7314951351613526,-1.6229914246911417,-1.737600118277595
450,59,45,38,38,29,-0.5632872694246407,-0.49069595811805444,-0.5384181126097068
451,62,23,38,50,45,-0.49455518004259724,-0.45161008333812874,-0.4521791319352804
452,64,46,60,45,73,0.346284207711056,0.3271516019391374,0.32159833014775885
453,44,20,64,30,27,-0.8574006562863763,-0.7817803851798187,-0.8372113482707414
454,47,38,50,53,25,-0.5334320536217777,-0.471577525401888,-0.4904119942548991
455,65,39,54,38,45,-0.18374666462117656,-0.14323102141799024,-0.1531153954540495
456,35,26,35,40,49,-0.9225354329334813,-0.8836300621003172,-0.8603474982399414
457,36,46,76,55,55,0.09642195556026908,0.08754229717402522,0.12711938810998508
458,45,60,52,62,75,0.3798072857354923,0.3388176192708771,0.32804355005453373
459,49,62,42,30,48,-0.31665057347423414,-0.2802045294963142,-0.295010377639052
460,55,36,60,46,45,-0.18861121767207636,-0.15832452093075325,-0.16082118667150685
461,35,40,54,49,59,-0.2965112338794067,-0.2956124769155931,-0.2983759722581345
462,36,65,35,31,50,-0.5080353246707247,-0.4762627992089749,-0.4645057365670489
463,40,42,40,45,36,-0.6746689627135863,-0.6236759777836266,-0.645722338673514
464,22,40,65,33,45,-0.6583855073656367,-0.628015358893546,-0.6207205213225908
465,56,61,36,50,53,-0.035361274235467234,-0.01911843271616645,-0.013218278937540484
466,36,51,49,72,66,0.12388807183389863,0.09307658032870499,0.05765121644204707
467,56,53,62,47,57,0.2041829493687472,0.20646649541833678,0.21171271308860762
468,51,51,55,55,80,0.359808825781771,0.3185042845099503,0.33167298273748214
469,52,30,28,27,45,-0.9236266237849659,-0.861964601341372,-0.8497965971883424
470,56,64,35,52,46,-0.0631002548836921,-0.03679040506235972,-0.03597502855852595
471,28,33,70,60,66,-0.07594707845283188,-0.10257290710548501,-0.09732188605662784
472,20,25,20,60,30,-1.3057215598987415,-1.2455281577094612,-1.2976538749691877
473,62,21,55,45,51,-0.29487893748155364,-0.2655827018433251,-0.24519275998729584
474,20,20,0,20,20,-2.1776566037961254,-2.0571182044269865,-2.2066863935306875
475,60,65,33,48,39,-0.14266859119639044,-0.09955420720293247,-0.1175777847396677
476,50,67,87,47,36,0.3934621551588369,0.41494545743837535,0.4846184948068982
477,40,42,63,53,76,0.13684171532941689,0.10112644673551188,0.1249017607185943
478,20,20,40,20,22,-1.64715276808097,-1.5485930500094809,-1.6754437412070213
479,45,50,46,54,75,0.08811245365706477,0.059587878284762155,0.0521632749913755
480,48,36,60,40,38,-0.42382834037957745,-0.37796638363210605,-0.3999945303585381
481,58,40,30,37,20,-0.8491309326874881,-0.7549265339633613,-0.835756500669709
482,27,42,65,43,48,-0.42278649937438734,-0.40529190670833737,-0.4124837456510641
483,40,44,46,50,68,-0.17372636512873596,-0.1859016023321972,-0.19660109972550802
484,46,48,30,21,31,-0.9685976951346348,-0.8857997526552769,-0.9004584185877766
485,46,31,50,40,45,-0.5654750356235614,-0.5259455684384864,-0.5282049763116738
486,61,59,62,43,43,0.1511678255740216,0.18008431606165315,0.1488444605001396
487,40,20,20,25,38,-1.408290344738981,-1.3282908467044447,-1.3950913388202255
488,23,36,65,40,55,-0.5098730290889981,-0.5010098494517758,-0.46903251903520377
489,55,55,40,80,62,0.3586516077176406,0.33510713397398956,0.3512271012910463
490,16,22,30,23,20,-1.790310799780022,-1.687516135108203,-1.8481349326795737
491,64,43,57,43,59,0.0976879743974982,0.10691228821540437,0.10032330700076782
492,20,25,20,50,25,-1.47117347630742,-1.3942620174914793,-1.437292991433451
493,39,25,60,64,58,-0.19895417691212608,-0.20536592774553117,-0.20536358509978397
494,56,62,53,58,85,0.6265072586492396,0.5724209690215357,0.6378171085424148
495,30,25,25,28,34,-1.4239749262580452,-1.345396812818909,-1.3511338728303144
496,36,55,42,53,23,-0.588801911691889,-0.5275806975523689,-0.5546096719129769
497,31,48,50,65,55,-0.16392231689815823,-0.1704622101222668,-0.17821197633165925
498,53,61,56,56,44,0.1497488105865598,0.16700328315059193,0.14600610418354631
499,50,51,60,51,83,0.3976449102246016,0.35180431780998356,0.385142039482334
500,43,64,49,77,56,0.32912785609426615,0.3088821785705639,0.30025793439745774
501,26,20,28,68,20,-1.2050799216790644,-1.1347167154532596,-1.247737252895353
502,50,56,44,34,54,-0.24434259580089535,-0.22030220330503622,-0.22773378450332632
503,40,54,45,56,30,-0.4013922526688928,-0.3550116864564457,-0.37785038620183264
504,65,51,40,48,71,0.18007618453691387,0.16983331430923504,0.16502318731657392
505,44,53,48,40,81,0.045973112575657546,0.01609973281361383,0.03399503457205766
506,36,20,40,28,42,-1.130447199052212,-1.069877557129682,-1.1142066334878253
507,54,60,61,79,45,0.48189648372567107,0.4772061429285226,0.4566161070412084
508,39,34,50,70,84,0.13328574445935248,0.07845475267571589,0.11826123105601419
509,38,37,33,67,72,-0.22091662425357855,-0.24577248373282376,-0.25741571815387204
510,67,55,81,26,62,0.4362519942583446,0.43944094935596356,0.4933478732559891
511,54,58,44,34,42,-0.2948306349964378,-0.24973452735492402,-0.28579069120950507
512,28,30,62,73,62,-0.11315758567674572,-0.13854574761090338,-0.14955580875939717
513,20,30,29,55,42,-1.0553007619084145,-1.0178049838106495,-1.023500585945096
514,52,65,43,35,49,-0.15966579879179063,-0.12980409580976154,-0.1417093161182682
515,52,46,48,40,46,-0.3115956147516997,-0.2765883785713814,-0.29696739404659017
516,65,59,64,48,42,0.2749201426662055,0.3014612079767887,0.27713466672455506
517,45,40,45,54,30,-0.5335991108646727,-0.48000472929651405,-0.5059029223775809
518,45,45,47,61,63,-0.012694273545112867,-0.02474705024280094,-0.036936786036483406
519,62,47,60,59,79,0.5532004906442306,0.5116696334826647,0.5060127861504908
520,61,44,46,37,47,-0.2654493996684273,-0.22637104790079293,-0.24778097107988034
521,45,34,40,37,45,-0.7017782583725608,-0.6564100048519312,-0.6568910024631194
522,45,53,26,26,25,-0.9783492261653898,-0.8891014556736938,-0.8912095227402969
523,40,39,35,43,28,-0.88430781736191,-0.8144829674574717,-0.8339641413902648
524,37,47,60,50,68,0.002350890655792215,-0.017892085880754437,-0.036459819531150586
525,45,45,50,30,42,-0.546459315757658,-0.49849426619964865,-0.5216406577291106
526,42,50,50,72,63,0.17153755344112695,0.1470358410868326,0.12416080119148543
527,54,43,31,31,38,-0.7256157771215926,-0.6602148245207736,-0.6787406117648863
528,49,33,44,62,47,-0.3094060915770066,-0.2882543959031211,-0.2912948224799653
529,35,56,48,70,60,0.07406972650567648,0.05392781596747602,0.016954838567935893
530,51,40,59,45,50,-0.1616201921234811,-0.14090410690977265,-0.14714409891581806
531,33,54,70,51,57,0.05769954916750882,0.04807908490628037,0.06629255509502138
532,50,41,40,68,52,-0.12554795125086882,-0.1184839711751893,-0.1360803393041419
533,23,60,34,40,53,-0.6236420191829072,-0.6048405481833244,-0.5857402562406407
534,23,25,40,26,46,-1.2196310702664959,-1.168708534147628,-1.143511658977181
535,44,20,31,20,32,-1.335457262446278,-1.2452765993842483,-1.3319080460411683
536,60,60,39,62,46,0.10236042867938051,0.12093666484601329,0.09264608739517163
537,38,60,52,33,55,-0.25205151613434384,-0.23640193611865,-0.24324948733567114
538,55,21,36,50,40,-0.6918712212117449,-0.6400587137131047,-0.6298044146152406
539,55,51,62,54,75,0.4371844129744965,0.4029649922001197,0.40449216240062513
540,56,61,43,78,44,0.2700835711506792,0.2763368202461687,0.2547519203184065
541,31,50,36,57,40,-0.5673456092913762,-0.5355362295872211,-0.5523192989481572
542,52,40,54,63,81,0.3220172920085885,0.27683993689659414,0.2974804403965394
543,52,35,57,50,38,-0.30967336089993003,-0.26929318714021266,-0.28967551468145436
544,31,35,45,43,35,-0.8518522679320253,-0.7993580231540572,-0.8232940446411613
545,53,38,73,58,83,0.5174925057631782,0.46491122978375116,0.5244092196397163
546,37,38,65,60,87,0.2683941297294511,0.20769284225374882,0.3098977650822291
547,47,20,40,38,38,-0.9154557102593696,-0.853694621400004,-0.9098623070924313
548,35,15,50,39,34,-1.0423574374808344,-0.9798511214941812,-1.1065694192408952
549,48,55,50,45,75,0.1412347052609287,0.11703751080521622,0.11424356125288652
550,58,63,58,40,66,0.324139666616846,0.3153283606541397,0.2872779120709478
551,16,23,30,25,30,-1.6480150311302009,-1.5645670036604884,-1.6691899839803834
552,60,63,46,63,46,0.24039444159922735,0.25394812930223704,0.2255953971200292
553,70,35,48,60,60,0.1628980666741766,0.16477070301432906,0.16165451681149504
554,49,41,55,35,44,-0.40269192261966646,-0.3624012122595692,-0.37784735188222973
555,45,51,70,51,75,0.37259139128186447,0.3350442443926863,0.3475966894589084
556,47,80,40,42,53,0.045783485328139695,0.05851875540260813,0.09234675518985722
557,39,50,63,37,83,0.12058876334101805,0.08266835462302886,0.11102675956477252
558,50,20,25,48,38,-0.9547058707204299,-0.8934093919929614,-0.9294645062636873
559,28,41,73,50,66,-0.0488131415798448,-0.07144256436041138,-0.05832417158432564
560,48,53,64,51,80,0.41495398583816084,0.37142586717657544,0.39410461380482126
561,46,30,31,20,43,-1.0648830610859474,-0.9967369740740846,-1.0374913842689768
562,42,46,53,60,31,-0.3183002510360632,-0.27753172229092915,-0.3020715407082632
563,38,47,33,80,70,0.028842230689264815,-0.006226068549014796,0.009488283041233104
564,47,40,56,40,48,-0.3303029055725481,-0.3015240975580919,-0.30533915506000514
565,20,20,20,20,30,-1.8157910574042972,-1.7219167360810421,-1.8548706999778681
566,64,57,25,52,39,-0.2473517841147125,-0.20030331645062524,-0.2001705088012206
567,41,67,46,86,57,0.41348701491708156,0.3842867865530756,0.5128088664382051
568,24,20,40,20,20,-1.6154758447950166,-1.5126202095040626,-1.6563264178562545
569,59,38,60,28,20,-0.5798520968629064,-0.49145063309369263,-0.58827506217904
570,54,66,48,72,60,0.4747892684608378,0.4536225499398305,0.42416316305092916
571,45,53,71,57,84,0.5741809939963753,0.5150342260823848,0.5915436369404812
572,46,35,61,32,23,-0.7007124098501996,-0.6228584132266852,-0.6383819789794366
573,46,49,29,43,40,-0.6262072709436738,-0.5765716813875456,-0.5825466696680885
574,60,58,70,35,40,0.10546955669627786,0.1424449016517005,0.12201261793527776
575,39,33,70,72,81,0.36536205069024674,0.3052345828549795,0.3366925427464279
576,46,66,51,48,71,0.25649048772791866,0.2323770029152466,0.23556133995571887
577,20,30,12,20,20,-1.899028793312175,-1.7873219006363485,-1.979436467944772
578,25,32,48,20,20,-1.3492812800629814,-1.2538610272321322,-1.3746123423988397
579,29,20,10,20,27,-1.8556742437098568,-1.750122713295518,-1.9133229706985062
580,58,66,55,56,31,0.12686199539442042,0.16659450087212124,0.1468424900233385
581,39,68,58,77,61,0.49455518459760117,0.4593140570477681,0.44953595450186257
582,34,56,63,92,40,0.2828848145954,0.2728150036931907,0.4586504098307024
583,80,32,44,52,55,0.06398954767174689,0.08584427847883942,0.0744024442730046
584,50,35,42,70,53,-0.14255640194787922,-0.13779107263526527,-0.15065797061841174
585,48,64,25,57,56,-0.13341471172038238,-0.12552760428114534,-0.10705512951054211
586,43,51,65,50,39,-0.11524346750710449,-0.08738507322076727,-0.10934768061899058
587,38,34,68,47,72,-0.036842378498617954,-0.06087711470147732,-0.05520175779953462
588,63,47,66,50,50,0.23093177501270631,0.24454613689741173,0.23969901985051192
589,28,30,40,75,72,-0.26342235112768664,-0.2976563883079464,-0.30596946190453717
590,43,60,51,40,65,-0.012751245518709719,-0.018646760856392573,-0.03220058944550026
591,60,48,36,58,42,-0.17456867565634743,-0.140495324631302,-0.1652823838790762
592,53,70,45,32,64,0.0695207577541209,0.07329780700885516,0.07597896782498048
593,48,42,70,55,83,0.4297153959171581,0.3785952794451378,0.43434085719836696
594,50,38,45,35,31,-0.6939920926074731,-0.6252482173162062,-0.6517091434007959
595,54,68,40,44,46,-0.06509941191285488,-0.036413067574540645,-0.0408539519557831
596,51,69,39,38,53,-0.09701614617403298,-0.07619072774880138,-0.07535319885481269
597,31,22,40,20,20,-1.4972857487247182,-1.3936645664690992,-1.5051642824921423
598,59,40,40,37,20,-0.708585742937211,-0.6188020352326302,-0.7139559625851724
599,55,60,58,75,25,0.19759755418624705,0.2325342268685045,0.182768887569665
600,52,59,38,44,52,-0.16604115401003255,-0.1443315890907959,-0.1592329608172776
601,60,47,64,50,73,0.41252159924468373,0.38639358752673203,0.3785008546796039
602,46,56,48,62,79,0.3347628894402323,0.2901725281328681,0.2911137600950411
603,50,62,51,71,43,0.2157830058591151,0.22413846776453009,0.18072975807906558
604,47,33,50,65,71,0.03154536649612703,0.005314169620118658,0.0037525006266245775
605,62,50,65,41,60,0.24944310302161413,0.2521243314444448,0.2366108700667458
606,20,25,20,20,30,-1.7528322732351207,-1.6605993943104427,-1.7538009102721368
607,48,32,49,36,43,-0.6052165896074367,-0.5584594819722299,-0.5714583970301337
608,43,44,42,33,40,-0.6753676016760561,-0.6227011892734273,-0.6363392895740894
609,36,38,45,45,67,-0.3817730649416323,-0.3865822562706415,-0.3931969872084997
610,25,53,65,48,50,-0.2334919490632112,-0.2275030603642502,-0.21853196657268228
611,35,40,51,33,38,-0.7389648796636079,-0.6872887892717923,-0.707781703768065
612,45,35,56,34,68,-0.2722046537017415,-0.2722175526708105,-0.27204047311330354
613,33,36,42,74,30,-0.5580281976155851,-0.5201911717492453,-0.5509536666409203
614,38,42,39,51,58,-0.4107348709549889,-0.4028077682468618,-0.40272260147730543
615,44,47,20,34,22,-1.086323943047621,-0.993718274171532,-1.0469758510328169
616,35,50,38,64,38,-0.43197260414729,-0.4023989859683912,-0.4426795071608615
617,23,58,70,64,82,0.3888822024206228,0.3219632114816251,0.36528527672971134
618,59,20,26,30,20,-1.216827203617647,-1.1083974256778792,-1.2040032866953518
619,51,40,33,60,45,-0.3785001040123813,-0.3490686210232953,-0.3566925500878417
620,63,41,42,59,78,0.25113639343685396,0.2218429980469641,0.22624688670105914
621,20,20,20,20,40,-1.7084425812551303,-1.6319846348174962,-1.7520065212431384
622,40,46,32,45,71,-0.3503890969532251,-0.357967496777695,-0.3544207217740838
623,64,35,63,44,43,-0.08727075320564393,-0.051129229599484585,-0.05117487443424453
624,38,40,56,70,44,-0.15748915269045152,-0.1476018473185612,-0.18787297343887494
625,54,41,44,40,62,-0.22712694187284815,-0.21608860135772318,-0.22584040495982732
626,40,50,65,72,65,0.35732174209506223,0.32199465627227675,0.2929062248390952
627,20,25,20,20,28,-1.774301968464954,-1.6785858145631518,-1.7748073572190222
628,26,42,20,36,39,-1.1835945654174371,-1.1242141553756286,-1.1566505124631
629,70,44,26,55,50,-0.1669822144044463,-0.13647039142789855,-0.10500765866920445
630,44,21,35,20,45,-1.1324090725699936,-1.067047525971039,-1.0969771532825807
631,48,51,36,39,71,-0.19730026870439882,-0.2019384455645079,-0.21427334139912482
632,20,22,24,65,25,-1.2903788152592515,-1.2263468354119915,-1.243419057425502
633,58,48,55,62,61,0.28932240783334173,0.2779090597787482,0.26020300366599347
634,42,53,68,54,37,-0.041927671828176936,-0.01603684323231065,-0.03999788598633991
635,66,46,43,38,50,-0.16862786271426228,-0.133829029013165,-0.13547064545719806
636,60,32,50,51,48,-0.21171012497221672,-0.183700466986586,-0.1795536796950496
637,54,55,50,29,64,-0.07597297606402588,-0.06697740408788568,-0.0851540032161044
638,45,34,39,75,42,-0.32195347705988375,-0.3013354288141824,-0.3162631805856188
639,70,55,65,74,32,0.48698572950721053,0.5119840813891805,0.47517674503258756
640,61,78,40,37,43,0.04337582114950964,0.0810332255091462,0.0857165006359395
641,65,69,37,49,40,0.04694773878054326,0.08537260661906557,0.08057097387272441
642,35,20,45,45,29,-1.0296355519464495,-0.9625564866358071,-1.0237854002311708
643,42,66,50,65,70,0.369905221253043,0.33356633923206164,0.32622760083043734
644,50,64,75,49,43,0.30047611148297015,0.314699464841108,0.3114374269390363
645,34,28,40,38,40,-0.9659784705351614,-0.91296805177825,-0.9232482544190731
646,21,40,68,20,35,-0.8861540594416745,-0.8295450221795833,-0.8869635676504848
647,35,36,33,46,62,-0.6154499456250202,-0.6063498981346008,-0.5874321495050852
648,51,47,58,44,63,0.04217150336174076,0.039211653942532135,0.02697749088032526
649,45,41,25,29,55,-0.7865974297358178,-0.7475998977415408,-0.7229587105268971
650,45,32,56,35,42,-0.577908194357672,-0.5324546401033654,-0.5411213727845376
651,30,47,34,42,37,-0.8437303017919874,-0.7929747306517846,-0.8225032516082574
652,43,32,41,65,68,-0.18093023330744287,-0.19825940505827197,-0.19941172050048267
653,55,38,55,39,50,-0.2516271083243537,-0.22278634176651177,-0.22484850609027998
654,45,54,47,75,75,0.3859384590061382,0.3388176192708771,0.32595267866729327
655,53,36,68,46,60,0.047645015390844696,0.047701747418461296,0.04873329072275059
656,46,56,53,47,67,0.10190746812075502,0.08791963466184431,0.07733535820382338
657,48,52,58,42,34,-0.2683957928553258,-0.22149710534979658,-0.26377642547996133
658,60,70,42,32,58,0.05994069393084911,0.07697684751509112,0.08501928736419972
659,45,58,40,73,30,-0.15819916658152153,-0.12342080330748886,-0.17323654898022067
660,48,53,65,51,83,0.4598843821950439,0.4106689659097592,0.4545633185893263
661,57,55,43,33,43,-0.3059147153417293,-0.2597025259914779,-0.2817313657907362
662,50,20,32,23,20,-1.3382963490392359,-1.2288624186641186,-1.3484701201595968
663,50,64,57,56,48,0.2033293611730253,0.2115605515038943,0.20008025672875812
664,37,46,68,64,70,0.2695244068165873,0.23121354566113778,0.21263622330339244
665,47,41,60,37,70,-0.06417439066224191,-0.07348647575276472,-0.08469032120400097
666,45,43,54,75,86,0.4545934321829642,0.38868905724429803,0.4726234637210309
667,20,26,60,20,33,-1.1990018330712138,-1.1308175614124623,-1.2069132515354728
668,64,52,46,68,42,0.16798118365020626,0.18892030223474984,0.14149854352839458
669,30,35,32,20,35,-1.2876636783871196,-1.2109388879927123,-1.276511765282271
670,30,20,20,40,20,-1.5667176305958068,-1.4694150671487782,-1.6014931976531872
671,38,33,70,60,74,0.14279824875596933,0.1042709258006709,0.11594992821599337
672,42,59,31,50,37,-0.481944782107725,-0.4377114858701261,-0.4642343700496173
673,37,74,47,78,51,0.30737731939349894,0.2914617645495833,0.31255964906420103
674,38,60,62,58,70,0.31567392904597386,0.2805504221934817,0.25827595329816616
675,63,35,40,40,60,-0.2554707004937047,-0.2353013684458444,-0.23032572240433064
676,39,44,20,60,30,-0.814031742105881,-0.7562157703800765,-0.8083905316613775
677,52,50,50,34,37,-0.3994571159267994,-0.34620714507400063,-0.3926793212278546
678,39,60,69,80,42,0.36337671737719307,0.35636381245446397,0.34907822199933236
679,22,20,20,20,23,-1.8643616814508206,-1.7578895765864604,-1.8601537138051782
680,60,33,55,51,56,-0.04961031965838271,-0.03817397585102966,-0.017728719998292997
681,28,44,44,75,70,-0.05770403663529307,-0.09490037818649721,-0.12126944687349699
682,54,52,52,42,73,0.1536280708273076,0.13659617059050488,0.1258897439369378
683,55,52,46,60,83,0.39910790153399367,0.3532193333893051,0.378822506419217
684,64,61,58,73,44,0.5113757716972016,0.5163234624991,0.4790911160463568
685,35,25,39,58,36,-0.8225769737113309,-0.7769693322101255,-0.7980521785335519
686,70,46,48,24,54,-0.16540133584587588,-0.127854518789363,-0.1374035585686253
687,32,52,50,47,32,-0.5483699510783244,-0.5015444108928528,-0.5284307273616464
688,34,62,75,46,68,0.2975440106248398,0.2680353955141491,0.27602543185546413
689,45,45,51,46,31,-0.47297250067505703,-0.4191276145950368,-0.4408271993060994
690,38,0,62,64,63,-0.447908807288107,-0.45594946444804807,-0.45406386002070676
691,47,44,57,32,38,-0.46398064354151636,-0.41315310437123476,-0.4422406355819318
692,48,53,30,53,48,-0.3388846215848775,-0.31256121907679985,-0.3015684367148178
693,39,43,39,75,84,0.16251600649745468,0.10581172054259876,0.14639079634153954
