work_id,original_score,zscore,robust_zscore,percentile,rank_original,rank_zscore,rank_robust,rank_percentile
266,474.81,0.36232902192015626,0.17601215906344075,58.474576271186436,148.0,405.0,508.0,503.5
267,405.955,0.47896921385619307,0.3218067715606827,61.751412429378526,316.0,67.0,54.0,327.5
268,483.085,0.327485588436478,0.1392708869287304,57.45762711864407,126.0,473.0,526.0,525.5
269,322.25,0.3810448059332513,0.27781029930378426,63.163841807909606,503.0,353.0,291.0,137.0
270,507.395,-0.3217714657969811,-0.4733883810655899,50.056497175141246,13.0,675.0,724.0,641.5
271,379.455,0.4493804355236725,0.3091819761114996,62.20338983050847,376.0,175.0,151.0,279.5
272,436.21,0.4555602795529234,0.2834402598749447,60.790960451977405,245.0,147.0,252.0,396.5
273,374.07,0.4435003352641992,0.3067388627777886,62.14689265536723,388.0,192.0,169.0,292.0
274,285.235,0.33465245462267945,0.25550353619878424,63.44632768361582,585.0,468.0,391.0,19.0
275,451.805,0.4325552936270908,0.2535688940033435,59.88700564971751,207.0,234.0,395.0,444.0
276,401.13,0.47675635351587886,0.32243783619956956,61.80790960451978,328.0,81.0,45.0,321.0
277,384.815,0.45454655116197645,0.3109800141205389,62.20338983050848,364.0,156.0,133.0,268.5
278,305.54499999999996,0.36002285908414,0.26766481145992216,63.2768361581921,540.0,410.0,338.0,107.0
279,305.08000000000004,0.35906876072542465,0.2670419197210771,63.2768361581921,541.0,414.0,342.0,107.0
280,284.255,0.3313162886629084,0.2529676020717492,63.44632768361582,587.0,470.0,397.0,19.0
281,430.65,0.4816603337303595,0.3106081471686695,61.07344632768361,260.0,56.0,136.0,387.0
282,489.575,0.2416636530013188,0.056471236612470166,55.2542372881356,104.0,550.0,556.0,552.0
283,318.505,0.3726980344423533,0.2721820900683465,63.163841807909606,511.0,361.0,312.0,137.0
284,426.8,0.4826408424255819,0.31364613086965654,61.24293785310735,269.0,50.0,110.0,375.5
285,392.645,0.46862426939664226,0.3196339477069021,62.03389830508475,347.0,97.0,72.0,305.0
286,330.28499999999997,0.3886511824664733,0.28037834125240885,62.93785310734464,485.0,329.0,275.0,179.5
287,314.35,0.36496793075931155,0.26735015480834046,63.1638418079096,520.0,397.0,341.0,148.0
288,455.725,0.43357394187114157,0.25233712121143637,59.83050847457627,198.0,232.0,398.0,453.0
289,350.84000000000003,0.421018636215393,0.298861354695329,62.7683615819209,440.0,260.0,185.0,233.5
290,447.88,0.4560458796488677,0.2774226703304067,60.16949152542373,218.0,140.0,293.0,431.0
291,317.595,0.37136102542185656,0.27145236685039226,63.163841807909606,513.0,363.0,319.0,137.0
292,501.835,-0.036825084123891294,-0.2073347984709103,50.50847457627118,52.0,612.0,630.0,604.0
293,489.005,0.250036834828723,0.06451453781004918,55.367231638418076,106.0,549.0,554.0,548.5
294,285.735,0.33660613145103246,0.2570295333921702,63.502824858757066,584.0,465.0,385.0,9.0
295,297.85,0.34980065780378805,0.2624942846267856,63.333333333333336,557.0,439.0,365.0,83.0
296,500.3,-0.019033661888524733,-0.19006487690551743,50.67796610169491,61.0,608.0,622.0,603.0
297,454.78499999999997,0.4313801513052418,0.25083330760387623,59.83050847457628,200.0,238.0,403.0,448.0
298,365.335,0.44055442052830157,0.30885973033845093,62.59887005649718,408.0,211.0,154.0,242.5
299,353.04,0.4222192049031274,0.2987504367662,62.824858757062145,435.0,257.0,186.0,222.0
300,313.945,0.36572739549140154,0.26827544384870644,63.22033898305085,521.0,393.0,334.0,125.5
301,506.775,-0.4134343779721641,-0.5576393049177173,50.05649717514124,19.0,699.0,758.0,658.5
302,503.59000000000003,-0.09763750407309302,-0.26443009437937515,50.225988700564976,42.0,626.0,647.0,618.0
303,403.665,0.47519830053224976,0.31959541832099436,61.751412429378526,321.0,86.0,73.0,327.5
304,484.33,0.326063975785611,0.13726911019723836,57.34463276836158,123.0,479.0,529.0,528.0
305,367.515,0.44118380151910075,0.3082327521495848,62.54237288135593,403.0,208.0,162.0,246.0
306,507.86,-0.2222092426780159,-0.38176141492638016,50.05649717514124,10.0,655.0,690.0,658.5
307,317.16499999999996,0.37140650553277715,0.2717325805660865,63.163841807909606,514.0,362.0,317.0,137.0
308,433.39,0.46130492345025514,0.29030432835230985,60.7909604519774,252.0,121.0,219.0,403.0
309,336.62,0.3970106671403143,0.2845832983235487,62.93785310734463,471.0,313.0,241.0,196.0
310,440.43,0.46514674325100536,0.2899493909790971,60.67796610169492,236.0,107.0,222.0,409.0
311,289.01,0.3438560076589797,0.2619058358238272,63.389830508474574,577.0,450.0,372.0,53.0
312,355.83,0.42794379505542374,0.3024877871992744,62.88135593220339,429.0,247.0,179.0,204.5
313,460.2,0.4257910175150871,0.24267500202714773,59.717514124293785,186.0,249.0,425.0,461.0
314,292.675,0.3499180283621367,0.2654698040203164,63.389830508474574,569.0,436.0,349.0,53.0
315,372.605,0.4509648988438086,0.31443948595221666,62.37288135593221,392.0,169.0,105.0,255.0
316,310.57,0.3679475963938079,0.27219434941840803,63.27683615819209,529.0,379.0,311.0,117.0
317,465.485,0.404163148099821,0.21978679546208127,59.378531073446325,173.0,297.0,473.0,474.0
318,345.445,0.4148529421074518,0.29616021123174924,62.93785310734464,452.0,274.0,201.0,179.5
319,430.17,0.4802778445989418,0.30959821023502077,61.12994350282486,261.0,63.0,145.0,384.5
320,479.775,0.34388816494895574,0.15624249764262388,58.0225988700565,135.0,449.0,518.0,514.0
321,452.805,0.43646264728379675,0.25662088839011543,59.99999999999999,205.0,223.0,387.0,441.0
322,435.75,0.4547489781184413,0.2829463832010334,60.7909604519774,246.0,152.0,258.0,403.0
323,482.595,0.3258175054565928,0.13800291986521318,57.45762711864407,127.0,480.0,528.0,525.5
324,362.39,0.4427291413197873,0.31249842219245827,62.82485875706215,415.0,197.0,121.0,212.5
325,417.235,0.480642669456929,0.31710151625131366,61.46892655367232,291.0,60.0,91.0,358.5
326,375.08,0.447693282769373,0.3100488872944293,62.31638418079096,386.0,180.0,141.0,258.5
327,306.99,0.3643131234026272,0.27082363732580317,63.333333333333336,537.0,398.0,324.0,83.0
328,311.015,0.36833050705558845,0.2723011808975164,63.27683615819208,528.0,375.0,309.0,123.5
329,499.54,0.04554331479314977,-0.13004660167521465,51.016949152542374,65.0,596.0,614.0,596.0
330,499.64,0.06072526887285745,-0.11609079107648301,51.07344632768361,64.0,593.0,613.0,595.0
331,500.71,0.005001701493681288,-0.16811013228085825,50.7909604519774,58.0,605.0,620.0,599.5
332,504.925,-0.1088147876827823,-0.27548510924209524,50.16949152542373,33.0,632.0,653.0,621.5
333,497.52,0.12343952894802024,-0.05703808560817769,52.485875706214685,76.0,579.0,594.0,585.0
334,359.17,0.4370500312784117,0.30904128547507814,62.88135593220339,422.0,221.0,153.0,204.5
335,383.09000000000003,0.454585674681426,0.3119718539183825,62.203389830508485,368.0,155.0,122.0,265.0
336,308.43,0.36846059079688,0.2738534481267492,63.27683615819209,534.0,374.0,304.0,117.0
337,373.61,0.4426890338297171,0.3062449861038773,62.259887005649716,389.0,198.0,171.0,262.5
338,312.315,0.36847966057129405,0.27171856988030196,63.2768361581921,525.0,373.0,318.0,107.0
339,432.935,0.46063641894000684,0.2899394667433328,60.790960451977405,253.0,122.0,223.0,396.5
340,334.395,0.3950961138314108,0.2840491409280063,62.93785310734464,476.0,318.0,247.0,179.5
341,506.205,-0.19551893102923035,-0.35621234561936543,50.05649717514124,22.0,650.0,679.0,658.5
342,401.90999999999997,0.3634465021510155,0.21743358402882237,57.85310734463276,326.0,401.0,476.0,519.0
343,464.49,0.4003985913673488,0.21686381614024353,59.32203389830509,175.0,304.0,479.0,475.0
344,458.88,0.4250706763024462,0.24274155278462498,59.717514124293785,190.0,250.0,424.0,461.0
345,489.46500000000003,0.2508481362632055,0.06500841448396083,55.367231638418076,105.0,547.0,553.0,548.5
346,449.225,0.4451541898876464,0.2666256855975553,60.112994350282484,214.0,186.0,343.0,437.0
347,488.585,0.25036790878811144,0.06505278165561218,55.367231638418076,107.0,548.0,552.0,548.5
348,407.385,0.4828310874019784,0.3245785522317604,61.69491525423729,313.0,46.0,21.0,335.0
349,484.43,0.316593898675257,0.1284739021958794,57.005649717514125,122.0,496.0,536.0,533.0
350,376.28,0.44498649780040145,0.3068859749785284,62.20338983050847,383.0,187.0,168.0,279.5
351,351.71,0.4212132698420188,0.2985589573938085,62.824858757062145,438.0,259.0,188.0,222.0
352,405.02,0.476918220214527,0.3204319730180568,61.63841807909605,318.0,80.0,64.0,342.5
353,371.685,0.4493422959748441,0.31345173260439374,62.42937853107345,394.0,176.0,112.0,250.5
354,448.865,0.447198826937841,0.26871211022233016,60.11299435028248,215.0,181.0,332.0,439.0
355,497.42,-0.8408456259490859,-0.9469081123104109,50.056497175141246,77.0,813.0,858.0,641.5
356,286.625,0.33737195277459353,0.25724319635038695,63.33333333333333,582.0,463.0,384.0,96.5
357,327.61,0.3862109215715557,0.2796083373128239,63.05084745762712,491.0,338.0,281.0,157.0
358,456.6,0.4339113724220015,0.25216373897485045,59.83050847457627,196.0,231.0,399.0,453.0
359,408.245,0.4827401271801368,0.3240181248003715,61.69491525423729,311.0,47.0,27.0,335.0
360,439.005,0.4614276666294537,0.2873066253729536,60.67796610169491,239.0,117.0,228.0,412.5
361,489.955,0.24019020364805949,0.05490087224743251,55.141242937853114,103.0,552.0,558.0,553.0
362,494.99,0.174444441236008,-0.008564615464486058,53.61581920903955,86.0,570.0,581.0,575.0
363,494.67,0.1776314536800735,-0.0054460703202365845,53.67231638418079,87.0,569.0,580.0,573.0
364,474.065,0.36570431139937615,0.17953993298831877,58.58757062146893,150.0,394.0,503.0,499.5
365,366.185,0.44017786645799256,0.3080412727771936,62.59887005649718,406.0,213.0,163.0,242.5
366,296.66499999999996,0.3529358335454611,0.26604424213748945,63.333333333333336,560.0,421.0,347.0,83.0
367,501.315,-0.03934994864917962,-0.20937685592403343,50.395480225988706,54.0,614.0,632.0,610.0
368,295.71500000000003,0.3504564491310939,0.264282398400061,63.27683615819209,562.0,431.0,354.0,117.0
369,340.88,0.40773950623226635,0.292124549947175,62.93785310734464,462.0,286.0,210.0,179.5
370,346.805,0.41671565871396354,0.29712578099374665,62.93785310734464,449.0,271.0,197.0,179.5
371,307.47,0.3656956125340446,0.27183357425945165,63.27683615819208,536.0,395.0,315.0,123.5
372,413.77,0.4802925257231261,0.31869815065219753,61.5819209039548,299.0,62.0,80.0,349.0
373,395.925,0.47601694252882404,0.324639265203494,62.03389830508475,340.0,83.0,20.0,305.0
374,316.69,0.37016681332559365,0.2708516586973723,63.163841807909606,515.0,366.0,322.0,137.0
375,354.835,0.42417923832295146,0.29956480787743667,62.824858757062145,431.0,252.0,183.0,222.0
376,370.21500000000003,0.44433804703518825,0.3096478314138418,62.3728813559322,397.0,188.0,144.0,256.5
377,349.92,0.41939603334642844,0.29787360134750607,62.881355932203384,442.0,265.0,192.0,211.0
378,486.85,0.2870994852441866,0.09991311922372348,56.271186440677965,113.0,538.0,542.0,541.0
379,436.675,0.4565143779116395,0.2840631516137906,60.7909604519774,244.0,139.0,246.0,403.0
380,297.4,0.3492749502177739,0.26225843808274313,63.33333333333334,558.0,441.0,369.0,73.5
381,291.735,0.34772423779623696,0.2639659904127563,63.389830508474574,571.0,444.0,356.0,53.0
382,293.15,0.3511577205693204,0.26635072588903064,63.333333333333336,568.0,429.0,345.0,83.0
383,442.74,0.45716282867685276,0.28130129517847713,60.56497175141243,230.0,137.0,266.0,418.0
384,495.755,0.15931432385869215,-0.02295183842967241,53.2768361581921,82.0,573.0,585.0,577.0
385,365.795,0.441365721962784,0.3093536070123626,62.598870056497184,407.0,206.0,148.0,239.0
386,313.14,0.3673891218798152,0.27025503699437264,63.220338983050844,523.0,382.0,325.0,127.5
387,349.025,0.4184874150986333,0.2975309233243548,62.88135593220339,444.0,267.0,193.0,204.5
388,372.15,0.4502963943335602,0.3140746243432396,62.42937853107344,393.0,172.0,107.0,253.0
389,319.44,0.3747490280840194,0.2735568886109724,63.163841807909606,509.0,359.0,305.0,137.0
390,505.305,-0.15959229941616582,-0.32255751080731443,50.112994350282484,32.0,643.0,665.0,628.0
391,337.065,0.3973935778020948,0.284690129802657,62.93785310734464,470.0,311.0,240.0,179.5
392,439.445,0.4616677803670005,0.28728444178712775,60.67796610169492,238.0,116.0,229.0,409.0
393,444.925,0.4579350065918857,0.2808033320545452,60.45197740112994,225.0,133.0,273.0,424.0
394,486.735,0.2714891403917773,0.08557026343018892,55.98870056497176,114.0,540.0,544.0,542.0
395,389.51,0.4653727070672421,0.31837006709340554,62.14689265536723,354.0,106.0,85.0,292.0
396,431.405,0.466244622504576,0.2959628940736145,61.01694915254238,257.0,104.0,204.0,388.0
397,426.35,0.48211513483956725,0.3134102843256137,61.24293785310734,270.0,54.0,114.0,378.5
398,298.28499999999997,0.34989797461710115,0.2623430859760256,63.33333333333334,556.0,438.0,367.0,73.5
399,502.245,-0.04976776752677836,-0.21950658174638726,50.3954802259887,51.0,617.0,633.0,611.5
400,490.405,0.24071591123407415,0.055136718791475414,55.14124293785311,102.0,551.0,557.0,554.5
401,410.08,0.48584253599383176,0.32586461643108283,61.75141242937853,307.0,20.0,15.0,326.0
402,303.805,0.3596335918308884,0.26826960606296324,63.333333333333336,544.0,411.0,335.0,83.0
403,370.725,0.4465773177120086,0.3114318587370961,62.485875706214685,396.0,183.0,127.0,248.5
404,386.295,0.4598363939501001,0.31504194544095965,62.316384180790955,361.0,126.0,102.0,260.0
405,394.005,0.47048698600315353,0.32059951746889914,62.03389830508475,344.0,94.0,63.0,305.0
406,301.37,0.35172156770416335,0.2623168159401794,63.333333333333336,549.0,426.0,368.0,83.0
407,320.405,0.3776568032710885,0.2757057775432042,63.163841807909606,507.0,357.0,300.0,137.0
408,418.15999999999997,0.48240806925012725,0.31821828466407076,61.46892655367232,289.0,51.0,86.0,358.5
409,309.68,0.36718177507024685,0.27198068646019136,63.2768361581921,531.0,385.0,314.0,107.0
410,503.22,-0.08355244527633521,-0.2512261905844234,50.282485875706215,47.0,624.0,643.0,616.5
411,502.87,-0.05657018318761042,-0.22613071722968892,50.33898305084746,49.0,620.0,637.0,614.0
412,295.275,0.35021633539354713,0.26430458198588686,63.33333333333333,563.0,435.0,353.0,96.5
413,318.025,0.371315545310936,0.27117215313469806,63.1638418079096,512.0,364.0,321.0,148.0
414,477.03499999999997,0.3642435752290597,0.17654631645898317,58.4180790960452,143.0,399.0,506.0,507.0
415,378.98,0.4481407433164889,0.30830105424278537,62.20338983050847,377.0,178.0,158.0,279.5
416,507.53499999999997,-0.21916502715818442,-0.37877188484706525,50.056497175141246,12.0,654.0,689.0,641.5
417,427.25,0.48316655001159653,0.3138819774136994,61.12994350282486,268.0,42.0,108.0,384.5
418,352.1,0.42002541433722723,0.2972466231586396,62.824858757062145,437.0,263.0,195.0,222.0
419,442.24,0.4552091518484998,0.2797752979850912,60.50847457627118,231.0,148.0,280.0,420.5
420,445.675,0.45470251403689954,0.27740457319460143,60.395480225988706,223.0,154.0,294.0,425.5
421,475.65,0.36166687400137937,0.17493567137231475,58.474576271186436,146.0,407.0,510.0,503.5
422,405.455,0.4770155370278401,0.3202807743672968,61.63841807909604,317.0,78.0,67.0,346.0
423,300.875,0.3499106878000442,0.2609198338117277,63.333333333333336,550.0,437.0,375.0,83.0
424,328.065,0.3868794260818036,0.2799731989218006,62.99435028248588,490.0,334.0,278.0,161.5
425,503.71500000000003,-0.6117602359585551,-0.7389761083579272,50.056497175141246,39.0,761.0,805.0,641.5
426,413.52,0.48547869510646524,0.32362290670552724,61.63841807909604,300.0,22.0,33.0,346.0
427,364.43,0.439360208432039,0.3082590221854313,62.65536723163842,410.0,216.0,160.0,237.0
428,331.16999999999996,0.3892742068658006,0.28046298914569123,62.93785310734464,483.0,325.0,274.0,179.5
429,411.79,0.48537502170168106,0.3244857314384366,61.69491525423729,304.0,23.0,23.0,335.0
430,398.98,0.47698375407048316,0.32383890477804195,61.9774011299435,333.0,79.0,30.0,311.5
431,497.14,0.12491297830127945,-0.055467721243140033,52.54237288135593,78.0,578.0,591.0,583.0
432,311.435,0.3679994330962003,0.27176293705195376,63.27683615819209,527.0,378.0,316.0,117.0
433,505.37,-0.10843187702100132,-0.2753782777629865,50.16949152542373,30.0,631.0,652.0,621.5
434,464.975,0.4019238774230003,0.21800276813882655,59.26553672316385,174.0,301.0,475.0,476.0
435,446.97,0.45470887062837106,0.27669294711245246,60.282485875706215,220.0,153.0,297.0,429.0
436,419.98,0.48508208729112107,0.3196777310999795,61.46892655367231,285.0,27.0,69.0,365.5
437,461.21,0.40533193383019817,0.22323400794369708,59.6045197740113,183.0,296.0,470.0,467.5
438,393.515,0.4688189030232684,0.31933155040538197,62.03389830508475,345.0,96.0,76.0,305.0
439,412.625,0.48457007685867004,0.32328022868237605,61.63841807909604,302.0,31.0,34.0,346.0
440,427.755,0.4852630237641832,0.3155369896720196,61.24293785310735,267.0,25.0,99.0,375.5
441,459.26,0.4235972269491873,0.24117118841958765,59.717514124293785,189.0,253.0,429.0,461.0
442,429.8,0.48203688780066856,0.31142660472992684,61.12994350282486,262.0,55.0,128.0,384.5
443,424.155,0.49338337867109805,0.3250257266197227,61.299435028248595,276.0,11.0,18.0,372.5
444,425.125,0.4841079351873698,0.31592812131684317,61.24293785310735,273.0,36.0,96.0,375.5
445,353.42,0.4207457555498681,0.29718007240116234,62.824858757062145,434.0,261.0,196.0,222.0
446,434.485,0.4555994030723729,0.2844320996727883,60.7909604519774,249.0,146.0,243.0,403.0
447,457.0,0.43300911076567783,0.2511094348695503,59.83050847457628,195.0,233.0,401.0,448.0
448,488.195,0.251555764292903,0.06636511589078115,55.367231638418076,108.0,546.0,551.0,548.5
449,387.675,0.4622702982535467,0.31652357546269383,62.20338983050847,358.0,114.0,94.0,279.5
450,500.96500000000003,-0.02469370215548594,-0.19565689186934443,50.451977401129945,56.5,610.0,625.0,606.5
451,457.76,0.4300622120591595,0.24796870613947525,59.83050847457627,193.0,241.0,415.0,453.0
452,417.675,0.48088278319447575,0.3170793326654878,61.46892655367232,290.0,59.0,92.0,358.5
453,354.375,0.4233679368884694,0.29907093120352535,62.824858757062145,432.0,255.0,184.0,222.0
454,460.45,0.4082788325367169,0.2263747366737725,59.66101694915255,185.0,283.0,466.0,464.0
455,482.2,0.3268625640371506,0.13918623903544797,57.570621468926554,129.0,475.0,527.0,523.0
456,378.61,0.4498997865182156,0.31012944873769144,62.20338983050848,378.0,173.0,140.0,268.5
457,492.21500000000003,0.230778319831569,0.04496262579746996,54.97175141242938,97.0,557.0,564.0,558.5
458,328.565,0.38883310291015655,0.2814991961151866,63.05084745762712,489.0,327.0,264.0,157.0
459,357.235,0.4310916839800397,0.30461449254568035,62.824858757062145,426.0,239.0,176.0,222.0
460,400.295,0.47756129835888983,0.32364333895563013,61.92090395480226,330.0,75.0,32.0,314.5
461,408.725,0.48412261631155407,0.32502806173401994,61.69491525423729,310.0,35.0,17.0,335.0
462,467.90999999999997,0.38713754718801596,0.20273053685490533,59.152542372881356,166.0,332.0,484.0,481.0
463,434.03499999999997,0.45507369548635823,0.2841962531287454,60.7909604519774,250.0,150.0,245.0,403.0
464,484.92,0.3182619816551422,0.12974186925939662,57.00564971751413,121.0,494.0,535.0,532.0
465,480.58,0.34222643856054163,0.15426290449695734,57.90960451977401,133.0,456.0,522.0,518.0
466,385.795,0.4578827171217471,0.3135159482475737,62.259887005649716,362.0,134.0,111.0,262.5
467,432.53,0.4613958836720968,0.2908647557836988,60.7909604519774,254.0,118.0,218.0,403.0
468,300.025,0.35028724187035365,0.2617382913729853,63.333333333333336,552.0,434.0,374.0,83.0
469,361.515,0.4423917107689274,0.3126718044290442,62.82485875706215,417.0,201.0,118.0,212.5
470,459.735,0.4248369191563709,0.2420521102883019,59.717514124293785,188.0,251.0,427.0,461.0
471,349.485,0.41929871653311535,0.29802479999826614,62.88135593220339,443.0,266.0,191.0,204.5
472,415.905,0.4796367343958207,0.3169100368789225,61.46892655367232,294.0,64.0,93.0,358.5
473,500.525,-0.024933815893032785,-0.1956347082835186,50.451977401129945,59.0,611.0,624.0,606.5
474,382.6,0.45291759170154045,0.31070388685486494,62.20338983050847,369.0,162.0,135.0,279.5
475,504.835,-0.5304696625500505,-0.664574696612459,50.05649717514124,34.0,731.0,789.0,658.5
476,378.2,0.4505164543260719,0.31092572271312324,62.20338983050847,379.0,171.0,134.0,279.5
477,303.33000000000004,0.3583938996237048,0.26738868419424894,63.33333333333333,545.0,415.0,340.0,96.5
478,352.575,0.42126510654441124,0.29812754502735417,62.824858757062145,436.0,258.0,189.0,222.0
479,508.295,-0.3453720818150142,-0.49566770657759496,50.056497175141246,4.0,682.0,735.0,641.5
480,402.025,0.47766497176367445,0.32278051422272114,61.80790960451978,325.0,72.0,40.0,321.0
481,388.615,0.4644640888194465,0.31802738907025396,62.146892655367225,356.0,108.0,87.0,297.5
482,485.85,0.307844162777543,0.11961214343704246,56.836158192090394,119.0,504.0,537.0,536.5
483,379.935,0.45076292465509027,0.3101919130451484,62.20338983050847,375.0,170.0,138.0,279.5
484,452.295,0.4342233766069759,0.2548368610668607,59.83050847457627,206.0,229.0,392.0,453.0
485,486.435,0.2998993717228403,0.11195588743426649,56.7231638418079,116.0,529.0,539.0,538.0
486,434.83,0.45312637524947674,0.2819586298532105,60.790960451977405,248.0,161.0,262.0,396.5
487,358.665,0.434953557525825,0.307386273216758,62.76836158192091,423.0,228.0,166.0,232.0
488,503.225,-0.0587576171620392,-0.2283461569193983,50.33898305084746,46.0,621.0,638.0,614.0
489,466.6,0.399028815418874,0.21443062704229682,59.2090395480226,170.0,308.0,481.0,478.0
490,341.73,0.4073629521619569,0.29130609238591737,62.93785310734464,460.0,287.0,215.0,179.5
491,504.47,-0.5532198536141519,-0.6853683056527095,50.056497175141246,36.0,740.0,792.0,641.5
492,334.845,0.3956218214174251,0.2842849874720488,62.93785310734464,475.0,317.0,244.0,179.5
493,505.865,-0.16825107509203818,-0.33085884213476247,50.112994350282484,27.0,645.0,669.0,628.0
494,359.58,0.43643336347055545,0.3082450114996464,62.824858757062145,421.0,224.0,161.0,222.0
495,289.405,0.34281094907842236,0.26072251665359286,63.33333333333333,576.0,454.0,376.0,96.5
496,493.75,0.18833486640614006,0.004941685631986048,54.06779661016949,90.0,565.0,576.0,568.0
497,470.65999999999997,0.36706773075637944,0.1826847481684145,58.70056497175141,158.0,388.0,496.0,493.0
498,407.81,0.48264281036682366,0.3241693234511316,61.69491525423729,312.0,49.0,25.0,335.0
499,367.895,0.4397103521658415,0.3066623877845471,62.42937853107345,402.0,215.0,170.0,250.5
500,332.525,0.3909941265480787,0.2812995438427545,62.88135593220339,480.0,322.0,267.0,204.5
501,321.375,0.3807073753823914,0.27798368154037023,63.163841807909606,505.0,354.0,290.0,137.0
502,497.88,0.10906887630279438,-0.070500019532998,52.20338983050847,74.0,583.0,597.0,587.0
503,377.73,0.44941955904312203,0.3101738159093432,62.20338983050848,380.0,174.0,139.0,268.5
504,438.53,0.46018797442227016,0.2864257035042394,60.67796610169492,240.0,125.0,231.0,409.0
505,390.89,0.4678066113706887,0.3198516971151397,62.14689265536723,351.0,100.0,68.0,292.0
506,409.115,0.48293476080676256,0.323715727498851,61.69491525423729,309.0,44.0,31.0,335.0
507,494.135,0.18700421397711486,0.0035003363318829583,54.01129943502825,89.0,566.0,578.0,569.0
508,345.865,0.4145218681480638,0.29562196738618657,62.93785310734463,451.0,275.0,205.0,196.0
509,319.94,0.37670270491237234,0.2750828858043583,63.22033898305085,508.0,358.0,301.0,125.5
510,409.57,0.4836032653170109,0.3240805891078281,61.63841807909604,308.0,39.0,26.0,346.0
511,293.64,0.352825803549205,0.2676186929525475,63.333333333333336,567.0,424.0,339.0,83.0
512,455.245,0.43219145273972426,0.25132718427778794,59.83050847457626,199.0,236.0,400.0,456.5
513,387.275,0.46317255990987083,0.31757787956799444,62.20338983050847,359.0,112.0,89.0,279.5
514,499.655,0.07347967524059018,-0.10432823658163459,51.186440677966104,63.0,591.0,610.0,594.0
515,353.915,0.42255663545398736,0.2985770545296141,62.824858757062145,433.0,256.0,187.0,222.0
516,381.755,0.4534369426960836,0.31165135948105677,62.259887005649716,371.0,159.0,125.0,262.5
517,320.89,0.3791820893267395,0.27684472954178685,63.163841807909606,506.0,356.0,296.0,137.0
518,492.925,0.22640345188271194,0.040531746418051406,54.8587570621469,95.0,559.0,566.0,561.0
519,337.525,0.39820487923657727,0.28518400647656866,62.88135593220339,469.0,309.0,236.0,204.5
520,287.525,0.3384233679466228,0.25771488943847265,63.27683615819209,580.0,462.0,382.0,117.0
521,369.26,0.44171586569658694,0.3077569726114787,62.42937853107344,399.0,205.0,164.0,253.0
522,446.145,0.45579940931984947,0.27815647999838145,60.395480225988706,222.0,142.0,289.0,425.5
523,493.25,0.22335923636288063,0.037542216338736445,54.68926553672317,93.0,560.0,567.0,563.0
524,500.96500000000003,-0.037019717750517045,-0.2070324011693898,50.451977401129945,56.5,613.0,629.0,606.5
525,390.43,0.4669953099362066,0.3193578204412285,62.14689265536723,352.0,103.0,75.0,292.0
526,462.1,0.40609775515375957,0.22344767090191414,59.604519774011294,181.0,292.0,469.0,469.0
527,294.45500000000004,0.35144967100925967,0.2658971299367504,63.333333333333336,565.0,428.0,348.0,83.0
528,428.555,0.4834585004515358,0.3134283814614192,61.129943502824865,265.0,40.0,113.0,381.5
529,450.45,0.4431613895398443,0.26410784860632613,60.112994350282484,211.0,195.0,355.0,437.0
530,424.935,0.49100766766151493,0.3224010581493848,61.299435028248595,274.0,13.0,46.0,372.5
531,423.195,0.49061840040826254,0.3230058527524251,61.35593220338983,278.0,14.0,36.0,371.0
532,360.525,0.43876995096068927,0.309877840172141,62.7683615819209,419.0,218.0,142.0,233.5
533,420.42,0.48532220102866785,0.31965554751415365,61.46892655367232,284.0,24.0,70.0,358.5
534,415.21500000000003,0.484582790041613,0.3218569765180781,61.581920903954796,296.0,30.0,53.0,350.5
535,506.11,-0.21055808818470456,-0.3700391411531627,50.056497175141246,24.0,651.0,686.0,641.5
536,492.69,0.23201801203875255,0.0458435476661842,54.91525423728814,96.0,556.0,562.0,560.0
537,294.85,0.35040461242870136,0.26471381076651535,63.33333333333333,564.0,432.0,352.0,96.5
538,478.395,0.35378027624053987,0.16613637692093475,58.24858757062147,139.0,419.0,515.0,510.5
539,471.52,0.3669767705345378,0.18212432073702556,58.700564971751405,156.0,389.0,498.0,496.0
540,314.825,0.3662076229664951,0.26823107667705476,63.163841807909606,519.0,391.0,336.0,137.0
541,381.245,0.45119767201926325,0.30986733215780243,62.14689265536723,372.0,168.0,143.0,292.0
542,469.145,0.3854303406886812,0.2004707299935446,59.039548022598865,163.0,342.0,487.0,486.0
543,342.185,0.40803145667220564,0.29167095399489484,62.93785310734463,459.0,284.0,214.0,196.0
544,357.71,0.4323313761872233,0.3054954144143946,62.824858757062145,425.0,235.0,175.0,222.0
545,474.545,0.3670868005307938,0.1805498699219676,58.58757062146893,149.0,387.0,500.0,499.5
546,301.85,0.35310405683558066,0.2633267528738279,63.33333333333334,548.0,420.0,362.0,73.5
547,341.24,0.40569486918207215,0.29003812532240053,62.93785310734463,461.0,295.0,221.0,196.0
548,476.575,0.3634322737945776,0.17605243978507185,58.474576271186436,144.0,402.0,507.0,503.5
549,472.005,0.36850205659018914,0.1832632727356086,58.70056497175141,155.0,372.0,495.0,493.0
550,414.755,0.48377148860713054,0.32136309984416644,61.63841807909604,297.0,38.0,56.0,346.0
551,290.35,0.3451475365685558,0.2623553453260872,63.389830508474574,574.0,448.0,366.0,53.0
552,503.44,-0.6319400823864477,-0.7574474462293601,50.056497175141246,43.0,768.0,811.0,641.5
