source,work_no,row_index,final_score,consensus_rank,prize,raw_mean,classic_z,robust_z,percentile,cv_weighted_z,calibrated_weighted_z,review_count,expert_count,raw_mean_rank,classic_z_rank,robust_z_rank,percentile_rank,cv_weighted_z_rank,calibrated_weighted_z_rank
data2.1,140,142,199.46,140.0,三等奖,51.75,0.38614118335628883,0.4835857855890232,0.6392069327731092,0.3496806401386115,0.3004231903781338,8,6,485.0,199.0,163.0,199.0,224.0,267.0
data2.1,141,143,199.23,141.0,三等奖,56.375,0.24927949855796516,0.22851635938442902,0.59477759009009,0.23161423564767336,0.20786539269078255,8,8,304.0,308.0,320.0,289.0,319.0,340.0
data2.1,142,144,199.07,142.0,三等奖,55.875,0.2455740219780123,0.31161226021606436,0.6273869167154771,0.2382481508733572,0.2169495424283395,8,8,322.0,313.0,267.0,220.0,312.0,332.0
data2.1,143,145,198.86,143.0,三等奖,54.625,0.2260332513546836,0.12217938917655634,0.5891818218532179,0.21378177458439349,0.22520467775907427,8,8,369.0,330.0,395.0,305.0,336.0,323.0
data2.1,144,146,198.84,144.0,三等奖,58.125,0.26796092398096505,0.39285071913562397,0.6231462100564711,0.26919196983499466,0.2088481850913821,8,8,228.0,296.0,216.0,223.0,289.0,339.0
data2.1,145,147,198.67,145.0,三等奖,55.5,0.26497553987598116,0.22819653030094147,0.6042702891967598,0.23432209197153941,0.24392108354134334,8,7,336.0,300.0,321.0,267.0,317.0,303.0
data2.1,146,148,198.4,146.0,三等奖,61.125,0.3941431951188281,0.46731287246260944,0.6375262023965584,0.3738667867613748,0.3772115821722091,8,8,109.0,189.0,170.0,202.0,207.0,204.0
data2.1,147,149,197.62,147.0,三等奖,58.75,0.4779111496196242,0.7310440972499803,0.6848732638917037,0.45727527634052884,0.4572752763405287,8,7,202.0,126.0,101.0,122.0,132.0,138.0
data2.1,148,150,197.44,148.0,三等奖,61.25,0.42138160295349847,0.526577880129074,0.6891228281853282,0.399240805497244,0.4142806287167485,8,8,103.0,162.0,142.0,117.0,180.0,168.0
data2.1,149,151,197.06,149.0,三等奖,58.375,0.2614399562430937,0.360068121096045,0.630047705129942,0.25002951041579974,0.2628725927856378,8,8,218.0,301.0,241.0,215.0,304.0,289.0
data2.1,150,152,196.96,150.0,三等奖,56.5,0.27633638374618874,0.3722515736882391,0.6381678557255919,0.2697459621319487,0.30539967384687283,8,8,297.0,293.0,234.0,200.0,288.0,263.0
data2.1,151,153,196.18,151.0,三等奖,56.125,0.25531345849267195,0.26081956474510093,0.6186809388613966,0.24706719631580454,0.2307929378747468,8,8,317.0,304.0,301.0,233.0,306.0,315.0
data2.1,152,154,195.92,152.0,三等奖,55.25,0.3626297589001148,0.4941581605887555,0.6573891620516048,0.33588215261830034,0.32700451956440296,8,8,342.0,222.0,156.0,162.0,237.0,241.0
data2.1,153,155,195.6,153.0,三等奖,61.25,0.6169832250785305,0.7142249023066507,0.6785332207207208,0.5687635247249746,0.5687635247249747,8,8,103.0,102.0,107.0,128.0,103.0,101.0
data2.1,154,156,195.4,154.0,三等奖,57.0,0.4381183082627271,0.49262686479400364,0.617306068609609,0.4075253859230936,0.31676942967029387,8,7,278.0,149.0,157.0,236.0,170.0,252.0
data2.1,155,157,195.09,155.0,三等奖,52.875,0.33861983465048157,0.375935623491482,0.6175873521029773,0.3181381956270968,0.31813819562709683,8,7,448.0,244.0,233.0,235.0,251.0,249.0
data2.1,156,158,194.8,156.0,三等奖,53.375,0.3616478418933388,0.40544620734028386,0.6116494514472456,0.32233482861634394,0.28322811909350826,8,7,421.0,224.0,209.0,248.0,245.0,278.0
data2.1,157,159,194.58,158.0,三等奖,55.25,0.29359113601882775,0.2807186892577423,0.5916170634920636,0.2687524601456268,0.28153629335059,8,8,342.0,278.0,291.0,301.0,290.0,281.0
data2.1,158,160,194.56,157.0,三等奖,61.875,0.4084621714073384,0.41571978540817073,0.6143884299215181,0.368312681703589,0.368312681703589,8,6,77.0,176.0,200.0,241.0,213.0,212.0
data2.1,159,161,194.36,159.0,三等奖,63.0,0.2703754492953299,0.3060082015437827,0.6339388627072451,0.26173928721515943,0.2403198712312016,8,8,59.0,295.0,271.0,207.0,293.0,307.0
data2.1,160,162,193.56,160.0,三等奖,61.0,0.43669206019053175,0.5989063783159505,0.6443987903973923,0.4027436613012607,0.38437415318636664,8,8,111.0,150.0,122.0,190.0,177.0,200.0
data2.1,161,163,193.16,161.0,三等奖,55.0,0.396845851221634,0.6013874703170535,0.6581152152641878,0.3738629624244884,0.318015998978916,8,7,348.0,185.0,120.0,161.0,208.0,250.0
data2.1,162,164,192.99,162.0,三等奖,54.125,0.18027638766385506,0.17742185007462224,0.5669306822404521,0.16071668495830968,0.14240902691339932,8,7,388.0,361.0,351.0,342.0,372.0,390.0
data2.1,163,165,192.77,163.0,三等奖,55.625,0.38876843854345366,0.37161121362861554,0.615250058356676,0.35832540976075494,0.3780501246219977,8,8,327.0,197.0,235.0,240.0,220.0,203.0
data2.1,164,166,192.38,164.0,三等奖,61.375,0.4080864124484124,0.49820644342093146,0.631046826625387,0.38270250376961973,0.4221521291504639,8,8,93.0,177.0,152.0,211.0,198.0,162.0
data2.1,165,167,192.35,165.0,三等奖,51.5,0.18476072640626146,0.2248611364353979,0.589709453166998,0.14751553505161455,0.1422344582667093,8,8,492.0,356.0,326.0,303.0,382.0,391.0
data2.1,166,168,192.09,166.0,三等奖,57.75,0.4393068470692916,0.49791445607916673,0.6325436753648828,0.39384458456783267,0.440755854346555,8,8,246.0,148.0,153.0,209.0,185.0,150.0
data2.1,167,169,191.95,167.0,三等奖,53.125,0.2671608065295118,0.3452301105073262,0.5873954594685229,0.24476510928082876,0.24476510928082873,8,7,437.0,297.0,246.0,314.0,308.0,302.0
data2.1,168,170,191.82,168.0,三等奖,56.375,0.27962948557354605,0.43405198999567357,0.6196204138047914,0.27487449899535066,0.3017324530376359,8,8,304.0,291.0,186.0,231.0,286.0,266.0
data2.1,169,171,191.65,169.0,三等奖,54.125,0.18548600012204444,0.22004591890265712,0.5695033326177564,0.1546023803637413,0.15460238036374127,8,7,388.0,355.0,329.0,340.0,378.0,379.0
data2.1,170,172,191.36,170.0,三等奖,58.25,0.3639475173994427,0.5097138502535848,0.6042372861306685,0.33946736168730557,0.3487137781669861,8,8,221.0,221.0,147.0,268.0,232.0,226.0
data2.1,171,173,191.06,171.0,三等奖,57.625,0.2493839161146913,0.20583703809118617,0.594526332839689,0.2266881953212012,0.1951626006889551,8,8,250.0,307.0,336.0,291.0,325.0,346.0
data2.1,172,174,191.04,173.0,三等奖,52.875,0.22648221087319295,0.23682138716537743,0.6054242530345472,0.21439732087785954,0.2579750819858131,8,8,448.0,328.0,318.0,263.0,335.0,292.0
data2.1,173,175,191.03,172.0,三等奖,54.375,0.3776828458068464,0.3768594989254641,0.6253253384687208,0.34159669104254825,0.3460752315997184,8,7,385.0,211.0,232.0,221.0,230.0,231.0
data2.1,174,176,190.62,174.0,三等奖,58.875,0.31835126848245765,0.41417374986780087,0.5935985880838823,0.29976068662747296,0.299760686627473,8,7,192.0,256.0,201.0,295.0,271.0,268.0
data2.1,175,177,190.59,175.0,三等奖,58.0,0.13812354789278664,0.19303096977807838,0.5745394948519948,0.12224674700223619,0.08040853312486826,8,7,233.0,394.0,342.0,332.0,403.0,434.0
data2.1,176,178,190.43,176.0,三等奖,53.75,0.321030692185634,0.4114862029167978,0.5798172603008974,0.2851191859011384,0.3164977435720356,8,7,405.0,253.0,204.0,324.0,280.0,254.0
data2.1,177,179,190.31,177.0,三等奖,58.625,0.1410242775402072,0.18179758429817006,0.564521467370732,0.14018559531274224,0.14279363369888284,8,8,205.0,389.0,350.0,349.0,390.0,389.0
data2.1,178,180,189.76,178.0,三等奖,60.5,0.24882224884923634,0.30385541059357324,0.6236074835567769,0.22432212800309206,0.1825334207524518,8,8,130.0,309.0,272.0,222.0,326.0,350.0
data2.1,179,181,189.71,179.0,三等奖,53.25,0.22660610162392206,0.2268938175453757,0.5832501750700281,0.19656201062469977,0.22128884743282204,8,7,423.0,327.0,323.0,321.0,344.0,327.0
data2.1,180,182,189.61,180.0,三等奖,56.75,0.2797843527767352,0.38732775984900636,0.6350955368515353,0.25579032712704564,0.276293379100544,8,8,292.0,290.0,220.0,206.0,297.0,284.0
data2.1,181,183,189.29,181.0,三等奖,57.75,0.19192861876078918,0.27315824643776254,0.5967485751596667,0.17096004834867226,0.18909992950506627,8,8,246.0,351.0,297.0,284.0,361.0,348.0
data2.1,182,184,189.09,182.0,三等奖,58.125,0.19346274334992916,0.22797520015245637,0.599452335257793,0.18072942638365752,0.17506402061369566,8,8,228.0,349.0,322.0,277.0,353.0,355.0
data2.1,183,185,188.52,183.0,三等奖,56.0,0.09936116772009837,0.06894434125312313,0.5338528168579538,0.08736173619800505,0.06569984220998622,8,8,318.0,421.0,429.0,410.0,429.0,445.0
data2.1,184,186,188.32,184.0,三等奖,53.875,0.11981899008546915,0.16474145748730945,0.587530637254902,0.1048651913624582,0.14115716664881733,8,8,396.0,407.0,365.0,310.0,411.0,394.0
data2.1,185,187,188.22,185.0,三等奖,61.75,0.3477680523914642,0.5990120316304048,0.6127575482404193,0.31584935608271403,0.21510733007031796,8,8,80.0,238.0,121.0,244.0,252.0,336.0
data2.1,186,188,187.88,186.0,三等奖,54.875,0.14879473228209944,0.16952602570773356,0.5629957557347263,0.11062456446603854,0.0398013234634128,8,8,361.0,382.0,361.0,352.0,409.0,461.0
data2.1,187,189,187.72,187.0,三等奖,59.125,0.4171146088731371,0.38552894444393726,0.6368445914401797,0.3942733350566874,0.4120442226645326,8,6,181.0,164.0,224.0,203.0,184.0,171.0
data2.1,188,190,187.68,188.0,三等奖,58.5,0.33106817901846675,0.2735893316629861,0.5994806255835667,0.30795980068320344,0.3468020517274982,8,8,210.0,247.0,295.0,276.0,262.0,229.0
data2.1,189,191,187.59,189.0,三等奖,52.0,0.20108845777970902,0.1962400599086152,0.5690458550655919,0.1613380206853443,0.1444367899212611,8,8,475.0,345.0,341.0,341.0,371.0,386.0
data2.1,190,192,187.57,190.0,三等奖,53.625,0.09442106402420619,0.16377672451284245,0.5421117970469428,0.08612608133514996,0.06616134261080649,8,7,407.0,424.0,367.0,396.0,431.0,444.0
data2.1,191,193,187.49,191.0,三等奖,52.625,0.2839119217579771,0.3846266429734662,0.6191253242827394,0.23718463470986714,0.21637351400275423,8,7,455.0,286.0,225.0,232.0,315.0,333.0
data2.1,192,194,187.34,192.0,三等奖,53.5,0.11287990049107152,0.14438657068159294,0.5560892993041966,0.10318247112184353,0.09680815196996065,8,8,414.0,411.0,378.0,368.0,414.0,419.0
data2.1,193,195,187.14,193.0,三等奖,62.375,0.325255515687396,0.4804742954783425,0.6307813478207924,0.28766323652720316,0.24382054052728014,8,8,71.0,251.0,165.0,214.0,278.0,304.0
data2.1,194,196,186.79,194.0,三等奖,62.75,0.505153177563789,0.6059984370890887,0.6594285959998034,0.45796473481898836,0.5145683686087066,8,7,65.0,118.0,118.0,158.0,131.0,109.0
data2.1,195,197,186.76,195.0,三等奖,62.75,0.35240014230963773,0.4011176107493389,0.6198773131822668,0.3002540434584251,0.35111529271009145,8,7,65.0,235.0,212.0,230.0,270.0,223.0
data2.1,196,198,186.54,196.0,三等奖,50.375,0.20618522575013834,0.2763873097240156,0.5501119526758071,0.18893655654396743,0.23944482037014453,8,6,525.0,342.0,294.0,380.0,348.0,308.0
data2.1,197,199,185.16,197.0,三等奖,56.375,0.28674344891371456,0.3222515489816178,0.5991020558229463,0.251488261956065,0.23804611191273745,8,8,304.0,283.0,260.0,280.0,302.0,310.0
data2.1,198,200,185.0,198.0,三等奖,53.375,0.10867089677265457,0.09032048186236777,0.5826213818860877,0.10424375880839694,0.11519134380597801,8,8,421.0,414.0,411.0,322.0,413.0,405.0
data2.1,199,201,184.68,199.0,三等奖,55.25,0.061465371648829537,0.09394692721281146,0.5055812246069599,0.04933256691326325,0.05905922308281071,8,8,342.0,457.0,409.0,462.0,458.0,450.0
data2.1,200,202,184.33,200.0,三等奖,57.375,0.10657488125322728,0.1923831598052561,0.5651669789537437,0.07084659924869363,0.07084659924869362,8,6,267.0,417.0,343.0,348.0,445.0,440.0
data2.1,201,203,184.29,201.0,三等奖,52.125,0.06849485116897808,0.09714334633395738,0.5581641292435596,0.06456575786674726,0.024328342992985533,8,7,474.0,450.0,406.0,364.0,450.0,470.0
data2.1,202,204,184.11,202.0,三等奖,63.25,0.3535741292205966,0.4446031358212662,0.6053013957930591,0.30880489100719366,0.3241126211830371,8,8,53.0,234.0,180.0,264.0,260.0,243.0
data2.1,203,205,183.74,203.0,三等奖,55.0,0.07363390544129916,0.17055262374651503,0.5416953842940685,0.06367318208055514,0.09178565128294089,8,8,348.0,442.0,360.0,398.0,451.0,424.0
data2.1,204,206,183.24,204.0,三等奖,58.125,0.05827912425943871,0.07628169303604349,0.5262394068533129,0.031650369494022494,-0.002544515162875584,8,8,228.0,458.0,423.0,431.0,472.0,484.0
data2.1,205,207,183.09,205.0,三等奖,59.375,0.31335069142284816,0.2601859896477461,0.6044664427120932,0.24856178811638216,0.24856178811638222,8,7,169.0,263.0,302.0,266.0,305.0,299.0
data2.1,206,208,182.93,206.0,三等奖,55.0,0.12570129548413128,0.15895365070800122,0.5427095653916263,0.09340348188748693,0.093403481887487,8,7,348.0,402.0,368.0,392.0,420.0,423.0
data2.1,207,209,182.5,207.0,三等奖,56.875,0.07400153434559514,0.13683350389137522,0.5505052648913447,0.06818073118199677,0.08764069215015749,8,8,285.0,441.0,380.0,378.0,448.0,428.0
data2.1,208,210,182.39,208.0,三等奖,53.875,0.11205906258643969,0.22115233568086662,0.5550098832435707,0.08963345697577088,0.08963345697577091,8,7,396.0,413.0,327.0,370.0,426.0,426.0
data2.1,209,211,182.25,209.0,三等奖,61.125,0.2929723289380985,0.42582733507992837,0.6130449646074646,0.2538623893140472,0.22147382802469093,8,7,109.0,280.0,194.0,243.0,300.0,326.0
data2.1,210,212,182.08,210.0,三等奖,54.625,0.06741342836769137,0.1572473496795634,0.5658886800334169,0.030982567982143123,0.05114772279479445,8,8,369.0,452.0,371.0,346.0,473.0,454.0
data2.1,211,213,181.98,211.0,三等奖,53.25,0.22140927481758965,0.18954844936228987,0.5157212885154061,0.18023022934785965,0.22333582953745354,8,7,423.0,331.0,346.0,453.0,354.0,325.0
data2.1,212,214,181.73,213.0,三等奖,54.125,0.05667934659014867,0.055825733688947,0.5226034381264538,0.03885807010588753,0.055726567579399644,8,8,388.0,460.0,435.0,438.0,465.0,452.0
data2.1,213,215,181.72,212.0,三等奖,50.75,0.09815718104585172,0.23811567720916163,0.5488016333293881,0.0783549662635489,0.10233927803659906,8,8,514.0,422.0,316.0,381.0,436.0,416.0
data2.1,214,216,181.36,214.0,三等奖,59.375,0.3181494906420599,0.33330167891074414,0.5967238993748282,0.2564771974792828,0.25647719747928277,8,8,169.0,257.0,255.0,285.0,296.0,295.0
data2.1,215,217,181.03,215.0,三等奖,53.25,0.18903776526096366,0.429948553178015,0.5314078107134238,0.17170035074379966,0.19314149991066798,8,8,423.0,352.0,190.0,415.0,360.0,347.0
data2.1,216,218,180.89,217.0,三等奖,51.625,0.10142734253709379,0.17384196360319382,0.5431992204776648,0.07428801324817426,0.1029764205491747,8,8,486.0,420.0,356.0,390.0,441.0,415.0
data2.1,217,219,180.86,216.0,三等奖,53.25,0.14530648953463013,0.1992357377322978,0.5530189215086675,0.12105954222997438,0.1210595422299744,8,7,423.0,386.0,339.0,373.0,406.0,401.0
data2.1,218,220,180.76,218.0,三等奖,52.875,0.040592606821279076,0.023747367940002484,0.5538311325239709,0.008851971664710807,0.00885197166471076,8,8,448.0,467.0,453.0,372.0,480.0,475.0
data2.1,219,221,180.5,219.0,三等奖,54.625,0.1123061464809845,0.17700796737623936,0.526537049758363,0.0745670444281505,0.08904958833475196,8,8,369.0,412.0,352.0,430.0,439.0,427.0
data2.1,220,222,180.41,220.0,三等奖,57.5,0.055633027421674586,0.15105782634111242,0.5661056075821613,0.03940585704582834,0.03940585704582834,8,8,255.0,461.0,376.0,345.0,463.0,462.0
data2.1,221,223,180.13,221.0,三等奖,56.375,0.1468303007526145,0.3551180786052669,0.5276829481792717,0.126702365586484,0.119878682835481,8,8,304.0,384.0,244.0,425.0,398.0,402.0
data2.1,222,224,179.39,222.0,三等奖,54.5,0.014832967769390526,0.10607633407107303,0.5279573469975947,-0.008923663824801692,0.006211997878367436,8,8,378.0,480.0,401.0,422.0,489.0,477.0
data2.1,223,225,178.09,223.0,三等奖,57.875,0.14116437014826294,0.29106837957931697,0.5609649461104941,0.11180932628606446,0.08746066946540991,8,7,241.0,388.0,284.0,359.0,408.0,429.0
data2.1,224,226,177.82,224.0,三等奖,58.875,0.2119850131165643,0.44666670020777666,0.5367223972922502,0.17037072068356368,0.1703707206835638,8,8,192.0,340.0,179.0,406.0,363.0,361.0
data2.1,225,227,177.33,225.0,三等奖,51.125,-0.003719021059437333,0.05829452409784258,0.526775237800039,-0.030770490797585155,-0.03077049079758519,8,7,503.0,487.0,433.0,427.0,501.0,502.0
data2.1,226,228,177.12,226.0,三等奖,55.0,0.12018063446005703,0.08221128213034318,0.5753811612364244,0.08967422998864193,0.08353128289134364,8,8,348.0,406.0,418.0,329.0,425.0,431.0
data2.1,227,229,176.12,227.0,三等奖,46.625,-0.043329753953012085,0.07604445332085963,0.511793545317027,-0.07525450813297409,-0.08665253750903623,8,8,637.0,510.0,424.0,455.0,528.0,533.0
data2.1,228,230,174.24,228.0,三等奖,52.0,-0.03746326975891898,0.0071901882909572445,0.4939055108645236,-0.0653345589069192,-0.04064700316533038,8,7,475.0,506.0,460.0,479.0,522.0,509.0
data2.1,229,231,172.61,229.0,三等奖,52.25,-0.07852756454828203,0.033979325005225436,0.48941397263352315,-0.09300602422789661,-0.09300602422789662,8,8,468.0,531.0,450.0,493.0,539.0,538.0
data2.1,230,232,172.42,230.0,三等奖,52.25,-0.1105434682682227,-0.11403649859740511,0.4568203285937419,-0.14077490678007318,-0.11536974765724554,8,8,468.0,548.0,522.0,537.0,563.0,549.0
data2.1,231,233,172.34,231.0,三等奖,50.0,0.06596183525849864,0.15153326625615704,0.5581633797885351,0.03659729559202044,0.04637895501297168,8,8,530.0,454.0,374.0,365.0,467.0,457.0
data2.1,232,234,172.22,233.0,三等奖,50.625,-0.07623072701033293,0.17269834651461524,0.5277302530601281,-0.09007345373731435,-0.09007345373731429,8,7,515.0,529.0,358.0,424.0,537.0,536.0
data2.1,233,235,172.21,232.0,三等奖,56.625,-0.06843514833865816,0.0770369787814249,0.5417526182473938,-0.08509326706564117,-0.12084979144158108,8,8,293.0,525.0,422.0,397.0,533.0,556.0
data2.1,234,236,169.55,234.0,三等奖,53.25,-0.13076356690090846,-0.09889786861873595,0.5101305985884159,-0.1759990198815429,-0.1736974203054117,8,8,423.0,558.0,513.0,456.0,579.0,578.0
data2.1,235,237,169.21,235.0,三等奖,47.875,-0.08270138179781136,0.04768518275195738,0.4840336134453782,-0.10770889940550568,-0.06912725038629686,8,8,599.0,536.0,443.0,500.0,546.0,522.0
data2.1,236,238,167.17,236.0,三等奖,46.875,-0.12930917121387914,-0.06029878471251027,0.4486178061407211,-0.18352775596039536,-0.24651031942137255,8,6,629.0,557.0,488.0,543.0,584.0,608.0
data2.1,237,239,165.72,237.0,三等奖,53.75,-0.13627712127289127,-0.030883818344680125,0.5000088302865006,-0.17892818914244898,-0.2088239517018362,8,8,405.0,564.0,474.0,471.0,582.0,594.0
data2.1,238,240,165.09,238.0,三等奖,57.125,0.06175450537102872,0.00807340320695249,0.5351030341405156,0.004347335743385484,-0.009572440581948654,8,8,275.0,456.0,459.0,408.0,482.0,493.0
data2.1,239,241,161.45,239.0,三等奖,53.625,-0.2023756386902641,-0.1385114952496579,0.4816763876603272,-0.232791403679321,-0.2475828179621454,8,8,407.0,590.0,534.0,505.0,608.0,609.0
data2.1,240,242,158.6,240.0,三等奖,57.5,-0.1498063890511962,-0.09670255775071629,0.5211129888765555,-0.212481361484141,-0.21248136148414098,8,6,255.0,570.0,511.0,440.0,596.0,597.0
data2.1,241,243,256.27,440.0,未获奖,57.6,0.12546948529275087,0.08350837974472132,0.5176470588235295,0.12324232279359786,0.10799703404438245,5,5,251.0,403.0,417.0,446.0,402.0,411.0
data2.1,242,244,169.35,836.0,未获奖,23.6,-1.6219440346763965,-1.7203261537539158,0.05714285714285714,-1.6220738751892665,-1.6186427275980115,5,5,866.0,833.0,809.0,856.0,833.0,833.0
data2.1,243,245,224.32,683.0,未获奖,50.0,-0.5256834836687801,-0.7832206984478599,0.2633333333333333,-0.5247079414839407,-0.53421243595522,5,5,530.0,683.0,698.0,711.0,686.0,685.0
data2.1,244,246,244.58,555.0,未获奖,45.4,-0.1145280284657888,-0.226213823947535,0.42833333333333334,-0.1213542570280749,-0.14457917910659518,5,5,661.0,550.0,565.0,565.0,555.0,567.0
data2.1,245,247,238.39,609.0,未获奖,47.0,-0.2421390651362348,-0.29622371951282045,0.3821218487394958,-0.22402434166365193,-0.23772823403383916,5,5,620.0,611.0,585.0,623.0,604.0,606.0
data2.1,246,248,207.59,756.0,未获奖,42.4,-0.8482271885963932,-1.1540215708568602,0.22824929971988794,-0.8463164199568414,-0.8463164199568414,5,5,705.0,755.0,760.0,737.0,754.0,754.0
data2.1,247,249,158.32,854.0,未获奖,34.8,-1.864443045927264,-2.8735672987946734,0.09428571428571428,-1.88919097994173,-1.8554155566600659,5,5,795.0,853.0,870.0,827.0,854.0,851.0
data2.1,248,250,261.96,376.0,未获奖,60.6,0.23921195486459013,0.20507730948847908,0.5736764705882353,0.23381029552522403,0.25546397934723,5,5,125.0,316.0,337.0,333.0,318.0,296.0
data2.1,249,251,259.01,409.0,未获奖,53.0,0.17997043826499184,0.13644231572195958,0.5608333333333333,0.18306060771201318,0.20049487000839758,5,5,438.0,363.0,382.0,360.0,351.0,345.0
data2.1,250,252,230.01,652.0,未获奖,50.4,-0.4208022423244417,-0.7629239923857487,0.274453781512605,-0.41228361906058797,-0.41228361906058797,5,5,519.0,655.0,696.0,695.0,655.0,652.0
data2.1,251,253,164.4,844.0,未获奖,32.8,-1.7120549380119154,-2.492243356266019,0.07731092436974792,-1.7064704329780394,-1.7970542498597135,5,5,813.0,841.0,855.0,839.0,840.0,848.0
data2.1,252,254,225.74,676.0,未获奖,38.4,-0.4925936237857579,-0.5214991253032533,0.30420168067226894,-0.47762263864495574,-0.42706443058063376,5,5,759.0,675.0,645.0,670.0,673.0,660.0
data2.1,253,255,247.06,531.0,未获奖,47.8,-0.05867525872583812,-0.05229493291006846,0.50703081232493,-0.06061624729577448,-0.06061624729577448,5,5,600.0,518.0,484.0,460.0,520.0,517.0
data2.1,254,256,183.35,813.0,未获奖,40.6,-1.3328993086051208,-1.870114379433002,0.12833333333333333,-1.3448183555716606,-1.2755432807921587,5,5,732.0,811.0,817.0,809.0,812.0,803.0
data2.1,255,257,246.37,538.0,未获奖,52.0,-0.0909629004132115,-0.17959168100811163,0.4510994397759103,-0.10209308445342996,-0.10209308445342989,5,5,475.0,541.0,546.0,541.0,544.0,544.0
data2.1,256,258,256.34,439.0,未获奖,53.8,0.10575805207606599,-0.016084010418288042,0.52,0.12437163929187287,0.12123893414561256,5,5,399.0,418.0,468.0,444.0,401.0,399.0
data2.1,257,259,212.27,735.0,未获奖,39.6,-0.7544221524658702,-0.9203587006096111,0.23523809523809525,-0.7570230861837464,-0.7570230861837461,5,5,746.0,732.0,729.0,735.0,734.0,736.0
data2.1,258,260,263.68,360.0,未获奖,61.0,0.2734016212467124,0.21920949682989344,0.586953781512605,0.271445869071492,0.2606336092042515,5,5,111.0,294.0,330.0,316.0,287.0,291.0
data2.1,259,261,243.2,566.0,未获奖,49.8,-0.14426016014757467,-0.19733178373405005,0.43195378151260505,-0.13591683570238441,-0.13591683570238436,5,5,541.0,567.0,553.0,560.0,561.0,561.0
data2.1,260,262,247.99,520.0,未获奖,57.0,-0.049755773111797866,-0.14774559493296846,0.43133053221288514,-0.042722525486381474,-0.07832317629209186,5,5,278.0,515.0,537.0,561.0,511.0,527.0
data2.1,261,263,187.35,804.0,未获奖,27.0,-1.2621626897449332,-1.20431639047584,0.1411764705882353,-1.271869307642921,-1.2854882627059847,5,5,848.0,805.0,765.0,801.0,805.0,805.0
data2.1,262,264,218.23,709.0,未获奖,45.4,-0.6355183322596777,-0.9129714208629627,0.2713795518207283,-0.6305411503028526,-0.6305411503028526,5,5,661.0,709.0,728.0,701.0,706.0,708.0
data2.1,263,265,203.47,769.0,未获奖,32.4,-0.9395770707853892,-1.0008693436455476,0.1773109243697479,-0.93309680832074,-0.9214071380351299,5,5,815.0,769.0,737.0,776.0,769.0,766.0
data2.1,264,266,224.42,682.0,未获奖,44.0,-0.5114794088748802,-0.6217140474526148,0.3126050420168067,-0.5134319954088421,-0.5134319954088421,5,5,682.0,681.0,667.0,667.0,681.0,681.0
data2.1,265,267,229.31,659.0,未获奖,47.4,-0.43926445882017157,-0.6511471201879944,0.2883333333333333,-0.4313206078526651,-0.46033935347546434,5,5,613.0,662.0,676.0,685.0,661.0,669.0
data2.1,266,268,211.62,738.0,未获奖,37.8,-0.7762036459879821,-0.8655964746616306,0.19663865546218487,-0.7687217426607881,-0.7449233064136875,5,5,765.0,739.0,715.0,765.0,739.0,732.0
data2.1,267,269,242.91,569.0,未获奖,50.8,-0.1419816079519208,-0.22177053317226703,0.4654341736694677,-0.1501033504174775,-0.15010335041747752,5,5,509.0,565.0,563.0,529.0,567.0,568.0
data2.1,268,270,206.17,760.0,未获奖,35.8,-0.8764880520342505,-0.8921673227622235,0.2512605042016807,-0.8942968348352968,-0.9418446801426744,5,5,787.0,759.0,723.0,720.0,762.0,769.0
data2.1,269,271,261.5,383.0,未获奖,56.2,0.22140882011094565,0.3210733790724845,0.5944887955182073,0.23743525112180938,0.2181281862997217,5,5,309.0,332.0,262.0,292.0,314.0,330.0
data2.1,270,272,145.79,869.0,未获奖,23.4,-2.091818566142866,-2.5793139815802704,0.03939775910364146,-2.0924076937052227,-2.0924076937052227,5,5,867.0,866.0,861.0,868.0,866.0,866.0
data2.1,271,273,248.91,510.0,未获奖,50.4,-0.0272646495560945,-0.17536759746391478,0.46534313725490195,-0.03611996132000902,-0.036119961320009,5,5,519.0,500.0,544.0,530.0,505.0,507.0
data2.1,272,274,231.42,641.0,未获奖,47.2,-0.3813008238718809,-0.589709988738722,0.3375,-0.40215249690283394,-0.4265393581489654,5,5,617.0,641.0,658.0,655.0,650.0,659.0
data2.1,273,275,250.14,498.0,未获奖,57.6,-0.005644049210445224,-0.1291168025283768,0.43868347338935576,-0.0038298738139350024,-0.015620407346008213,5,5,251.0,488.0,529.0,551.0,486.0,498.0
data2.1,274,276,269.47,301.0,未获奖,59.2,0.38918624887260256,0.41913092457300005,0.6747619047619048,0.3960488636946041,0.37275917475558784,5,5,173.0,196.0,198.0,134.0,183.0,208.0
data2.1,275,277,224.61,679.0,未获奖,44.2,-0.507755807445468,-0.6332718797308032,0.3226890756302521,-0.5131605571592532,-0.6159541655073579,5,5,679.0,679.0,671.0,658.0,680.0,706.0
data2.1,276,278,244.26,558.0,未获奖,41.8,-0.12156130279364141,-0.04879108480889137,0.5,-0.11539273485521566,-0.09934608840115652,5,5,716.0,556.0,481.0,472.0,551.0,543.0
data2.1,277,279,247.63,522.0,未获奖,53.0,-0.04752818490732792,-0.1679803177172663,0.47489495798319326,-0.05049564946972794,-0.05049564946972791,5,5,438.0,512.0,540.0,518.0,515.0,512.0
data2.1,278,280,265.09,346.0,未获奖,59.2,0.29214235111470555,0.2537031909329509,0.5874509803921569,0.2868201024621435,0.2652115772668615,5,5,173.0,282.0,305.0,313.0,279.0,287.0
