source,work_no,row_index,stage,slot,expert_code,raw_score,final_score,consensus_rank,prize,n,mean,std,median,mad,cv,raw_min,raw_max,cv_weight,z_score,robust_z,percentile,calibration_n,calibration_spearman_score_vs_negative_rank,calibration_p_value,calibration_weight,final_weight
data2.1,105,107,phase1,expert_4,P370,55.0,207.49,105.0,二等奖,119,38.57983193277311,15.560976723254987,36.0,14.825999999999999,0.4033448551660517,5.0,75.0,0.7125832230892915,1.0552144868058244,1.281532443005531,0.8109243697478992,2.0,,,0.5,0.3562916115446457
data2.1,105,107,phase1,expert_5,P239,63.0,207.49,105.0,二等奖,119,53.470588235294116,15.037706014995099,53.0,16.3086,0.28123322580298865,23.0,85.0,0.7804980232020357,0.6337011612810806,0.6131734177059956,0.7100840336134454,,,,0.75,0.5853735174015268
data2.1,105,107,phase2,expert_1,P037,59.0,207.49,105.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,0.44361058305823353,0.44966050631773014,0.7302631578947368,,,,0.75,0.6922569495233959
data2.1,105,107,phase2,expert_2,P370,56.0,207.49,105.0,二等奖,72,51.263888888888886,9.26905050906473,48.5,6.6716999999999995,0.1808105219866325,35.0,76.0,0.8468759224109629,0.5109596831390014,1.1241512657943253,0.7569444444444444,5.0,0.35909242322980395,,0.5598487372049673,0.47412241573106945
data2.1,105,107,phase2,expert_3,P326,39.0,207.49,105.0,二等奖,70,44.81428571428572,7.33917986403144,44.0,8.8956,0.16376875692770188,32.0,58.0,0.8592772353160225,-0.7922255377308477,-0.5620756328971627,0.25,,,,0.75,0.6444579264870169
data2.1,106,108,phase1,expert_1,P340,65.0,206.9,106.0,二等奖,119,63.32773109243698,11.779837157299742,65.0,7.412999999999999,0.18601388292445187,30.0,80.0,0.8431604506468491,0.14196027374849995,0.0,0.47058823529411764,,,,0.75,0.6323703379851369
data2.1,106,108,phase1,expert_2,P255,71.0,206.9,106.0,二等奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,1.7692334433741315,2.4731327847475155,0.9747899159663865,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,106,108,phase1,expert_3,P370,64.0,206.9,106.0,二等奖,119,38.57983193277311,15.560976723254987,36.0,14.825999999999999,0.4033448551660517,5.0,75.0,0.7125832230892915,1.6335843513754447,1.8885741265344667,0.907563025210084,2.0,,,0.5,0.3562916115446457
data2.1,106,108,phase1,expert_4,P280,50.0,206.9,106.0,二等奖,120,47.541666666666664,14.110545453567658,48.5,14.0847,0.29680376063595426,20.0,75.0,0.7711266965401138,0.17421958218573186,0.10649854096998872,0.55,,,,0.75,0.5783450224050853
data2.1,106,108,phase1,expert_5,P288,76.0,206.9,106.0,二等奖,120,55.675,15.169165152656602,59.0,13.343399999999999,0.272459185498996,0.0,82.0,0.7858798234128422,1.3398891630130647,1.2740381012335686,0.9583333333333334,,,,0.75,0.5894098675596317
data2.1,106,108,phase2,expert_1,P117,40.0,206.9,106.0,二等奖,73,46.87671232876713,10.92518141913881,43.0,10.3782,0.23306202326041292,30.0,75.0,0.8109892131426124,-0.6294369003996999,-0.2890674683471122,0.3013698630136986,,,,0.75,0.6082419098569594
data2.1,106,108,phase2,expert_2,P434,57.0,206.9,106.0,二等奖,74,58.5945945945946,4.943291895579493,57.0,2.9652,0.08436429895592307,52.0,81.0,0.9221993023588541,-0.322577470292732,0.0,0.43243243243243246,,,,0.75,0.6916494767691406
data2.1,106,108,phase2,expert_3,P376,62.0,206.9,106.0,二等奖,71,56.605633802816904,8.62633653949087,56.0,8.8956,0.1523936039571664,38.0,76.0,0.8677590682264574,0.6253368591044414,0.6744907594765952,0.7253521126760564,,,,0.75,0.6508193011698431
data2.1,107,109,phase1,expert_1,P125,78.0,206.42,107.0,二等奖,120,55.75833333333333,12.029372898240789,56.5,11.119499999999999,0.2157412565818106,30.0,85.0,0.822543443834101,1.8489464791568109,1.9335401771662397,0.9833333333333333,,,,0.75,0.6169075828755758
data2.1,107,109,phase1,expert_2,P154,60.0,206.42,107.0,二等奖,119,55.78991596638655,14.089227733572613,59.0,11.8608,0.25254075919493013,21.0,83.0,0.7983772126048412,0.2988158125644758,0.0843113449345744,0.5588235294117647,,,,0.75,0.5987829094536309
data2.1,107,109,phase1,expert_3,P253,68.0,206.42,107.0,二等奖,120,61.21666666666667,14.097012815065582,61.0,10.3782,0.23028063406042334,22.0,96.0,0.8128226782694253,0.4811894138369466,0.6744907594765952,0.7666666666666667,,,,0.75,0.609617008702069
data2.1,107,109,phase1,expert_4,P372,86.0,206.42,107.0,二等奖,120,71.88333333333334,12.325544516127781,76.0,7.412999999999999,0.17146595663521141,30.0,88.0,0.8536312936248602,1.1453178923004355,1.3489815189531904,0.9833333333333333,2.0,,,0.5,0.4268156468124301
data2.1,107,109,phase1,expert_5,P301,64.0,206.42,107.0,二等奖,120,42.575,12.121002329798953,43.0,7.412999999999999,0.28469764720608226,16.0,83.0,0.7783932679994914,1.7675930931328652,2.8328611898017,0.95,,,,0.75,0.5837949509996185
data2.1,107,109,phase2,expert_1,P037,53.0,206.42,107.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,-0.8206795786577302,-0.8993210126354603,0.21052631578947367,,,,0.75,0.6922569495233959
data2.1,107,109,phase2,expert_2,P370,48.0,206.42,107.0,二等奖,72,51.263888888888886,9.26905050906473,48.5,6.6716999999999995,0.1808105219866325,35.0,76.0,0.8468759224109629,-0.3521276408729183,-0.0749434177196217,0.4513888888888889,5.0,0.35909242322980395,,0.5598487372049673,0.47412241573106945
data2.1,107,109,phase2,expert_3,P326,50.0,206.42,107.0,二等奖,70,44.81428571428572,7.33917986403144,44.0,8.8956,0.16376875692770188,32.0,58.0,0.8592772353160225,0.7065795336518365,0.6744907594765952,0.7071428571428572,,,,0.75,0.6444579264870169
data2.1,108,110,phase1,expert_1,P125,70.0,206.37,108.0,二等奖,120,55.75833333333333,12.029372898240789,56.5,11.119499999999999,0.2157412565818106,30.0,85.0,0.822543443834101,1.183907655630944,1.2140833670578715,0.8833333333333333,,,,0.75,0.6169075828755758
data2.1,108,110,phase1,expert_2,P154,76.0,206.37,108.0,二等奖,119,55.78991596638655,14.089227733572613,59.0,11.8608,0.25254075919493013,21.0,83.0,0.7983772126048412,1.4344351880590098,1.433292863887765,0.9621848739495799,,,,0.75,0.5987829094536309
data2.1,108,110,phase1,expert_3,P493,49.0,206.37,108.0,二等奖,119,38.11764705882353,11.779166088428486,37.0,11.8608,0.3090213325667967,20.0,70.0,0.7639294907739572,0.9238644620069482,1.011736139214893,0.8067226890756303,,,,0.75,0.5729471180804679
data2.1,108,110,phase1,expert_4,P460,70.0,206.37,108.0,二等奖,119,52.30252100840336,12.752237837408895,52.0,10.3782,0.2438168866728243,26.0,93.0,0.8039768640502801,1.3877939870036615,1.7344048100826734,0.9327731092436975,,,,0.75,0.6029826480377101
data2.1,108,110,phase1,expert_5,P301,61.0,206.37,108.0,二等奖,120,42.575,12.121002329798953,43.0,7.412999999999999,0.28469764720608226,16.0,83.0,0.7783932679994914,1.5200888093803053,2.428166734115743,0.9375,,,,0.75,0.5837949509996185
data2.1,108,110,phase2,expert_1,P037,58.0,206.37,108.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,0.2328955561055729,0.22483025315886507,0.631578947368421,,,,0.75,0.6922569495233959
data2.1,108,110,phase2,expert_2,P493,39.0,206.37,108.0,二等奖,74,44.17567567567568,9.188077605525196,43.5,9.636899999999999,0.20798952059004724,30.0,70.0,0.8278217508969333,-0.5633034349386987,-0.4669551411761044,0.34459459459459457,,,,0.75,0.6208663131727
data2.1,108,110,phase2,expert_3,P434,57.0,206.37,108.0,二等奖,74,58.5945945945946,4.943291895579493,57.0,2.9652,0.08436429895592307,52.0,81.0,0.9221993023588541,-0.322577470292732,0.0,0.43243243243243246,,,,0.75,0.6916494767691406
data2.1,109,111,phase1,expert_1,P183,49.0,206.28,109.0,二等奖,120,40.075,7.059367100919615,39.0,4.4478,0.1761538889811507,16.0,60.0,0.85022887682347,1.2642776430818208,2.2483025315886507,0.9041666666666667,,,,0.75,0.6376716576176025
data2.1,109,111,phase1,expert_2,P117,74.0,206.28,109.0,二等奖,119,39.134453781512605,12.40279108128072,37.0,13.343399999999999,0.31692766559424645,20.0,78.0,0.7593431485462514,2.811104854544334,2.7729064556260026,0.9915966386554622,,,,0.75,0.5695073614096886
data2.1,109,111,phase1,expert_3,P260,59.0,206.28,109.0,二等奖,120,53.84166666666667,14.081990306075067,54.5,14.0847,0.2615444724855298,20.0,91.0,0.7926791498913807,0.3663071214520004,0.31949562290996614,0.6583333333333333,,,,0.75,0.5945093624185355
data2.1,109,111,phase1,expert_4,P378,50.0,206.28,109.0,二等奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,-0.2949211306058142,-0.6744907594765952,0.31512605042016806,,,,0.75,0.5791483215128574
data2.1,109,111,phase1,expert_5,P407,68.0,206.28,109.0,二等奖,119,68.38655462184875,18.831144975269517,72.0,16.3086,0.2753632651827319,20.0,95.0,0.7840903272815544,-0.020527409371888856,-0.24526936708239827,0.3907563025210084,,,,0.75,0.5880677454611658
data2.1,109,111,phase2,expert_1,P037,53.0,206.28,109.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,-0.8206795786577302,-0.8993210126354603,0.21052631578947367,,,,0.75,0.6922569495233959
data2.1,109,111,phase2,expert_2,P280,62.0,206.28,109.0,二等奖,72,56.486111111111114,9.203479218967102,57.5,9.636899999999999,0.16293348998417292,38.0,76.0,0.8598944037750684,0.5991091800941454,0.4669551411761044,0.7777777777777778,,,,0.75,0.6449208028313014
data2.1,109,111,phase2,expert_3,P326,45.0,206.28,109.0,二等奖,70,44.81428571428572,7.33917986403144,44.0,8.8956,0.16376875692770188,32.0,58.0,0.8592772353160225,0.025304501205161867,0.11241512657943253,0.5714285714285714,,,,0.75,0.6444579264870169
data2.1,110,112,phase1,expert_1,P003,68.0,206.09,110.0,二等奖,119,48.865546218487395,12.871545526199066,48.0,10.3782,0.26340738050175216,0.0,80.0,0.7915103358054295,1.4865700270853923,1.9271164556474147,0.9495798319327731,,,,0.75,0.5936327518540722
data2.1,110,112,phase1,expert_2,P255,71.0,206.09,110.0,二等奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,1.7692334433741315,2.4731327847475155,0.9747899159663865,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,110,112,phase1,expert_3,P388,61.0,206.09,110.0,二等奖,119,58.285714285714285,14.536419987509605,60.0,14.825999999999999,0.24939936253080205,20.0,91.0,0.8003845927809544,0.18672312141627448,0.06744907594765952,0.5504201680672269,,,,0.75,0.6002884445857158
data2.1,110,112,phase1,expert_4,P431,68.0,206.09,110.0,二等奖,120,50.225,11.852356784392622,51.0,4.4478,0.23598520227760322,20.0,78.0,0.8090711750895212,1.4997017321826163,3.822114303700706,0.9208333333333333,,,,0.75,0.606803381317141
data2.1,110,112,phase1,expert_5,P625,91.0,206.09,110.0,二等奖,119,75.7983193277311,14.318164255933004,80.0,7.412999999999999,0.18889817588204297,25.0,96.0,0.8411149249666402,1.0617059841292016,1.4838796708485096,0.9453781512605042,1.0,,,0.5,0.4205574624833201
data2.1,110,112,phase2,expert_1,P280,58.0,206.09,110.0,二等奖,72,56.486111111111114,9.203479218967102,57.5,9.636899999999999,0.16293348998417292,38.0,76.0,0.8598944037750684,0.1644909335774855,0.05188390457512271,0.5486111111111112,,,,0.75,0.6449208028313014
data2.1,110,112,phase2,expert_2,P322,40.0,206.09,110.0,二等奖,68,46.86764705882353,9.873686440903155,47.0,10.3782,0.21067169061230454,30.0,77.0,0.825987761797126,-0.6955504511844047,-0.6744907594765952,0.2647058823529412,6.0,0.6377481392176932,,0.6195777761033174,0.51176366054282
data2.1,110,112,phase2,expert_3,P308,47.0,206.09,110.0,二等奖,70,47.42857142857143,7.080431143368561,47.0,8.1543,0.14928619880596364,30.0,64.0,0.8701052888644598,-0.06052900167990829,0.0,0.5,,,,0.75,0.6525789666483448
data2.1,111,113,phase1,expert_1,P440,66.0,205.84,111.0,二等奖,119,49.411764705882355,11.08397206284508,50.0,8.8956,0.22431848222424564,20.0,82.0,0.8167809393706763,1.4965966352192075,1.7986420252709205,0.957983193277311,,,,0.75,0.6125857045280072
data2.1,111,113,phase1,expert_2,P255,70.0,205.84,111.0,二等奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,1.687311739186769,2.3607176581680833,0.9411764705882353,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,111,113,phase1,expert_3,P262,81.0,205.84,111.0,二等奖,119,57.91596638655462,13.283467379640724,60.0,13.343399999999999,0.22935760565543328,20.0,85.0,0.813432963199385,1.7378018068404162,1.5738117721120555,0.9831932773109243,,,,0.75,0.6100747223995387
data2.1,111,113,phase1,expert_4,P322,50.0,205.84,111.0,二等奖,119,41.66386554621849,14.82112401723673,41.0,11.8608,0.3557308910954358,0.0,83.0,0.737609511274023,0.5624495445882998,0.7588021044111696,0.7773109243697479,1.0,,,0.5,0.3688047556370115
data2.1,111,113,phase1,expert_5,P593,75.0,205.84,111.0,二等奖,119,54.18487394957983,14.613649520721548,55.0,11.8608,0.2696997972961948,20.0,78.0,0.7875877448586539,1.424361931008759,1.6862268986914881,0.957983193277311,,,,0.75,0.5906908086439904
data2.1,111,113,phase2,expert_1,P037,59.0,205.84,111.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,0.44361058305823353,0.44966050631773014,0.7302631578947368,,,,0.75,0.6922569495233959
data2.1,111,113,phase2,expert_2,P493,36.0,205.84,111.0,二等奖,74,44.17567567567568,9.188077605525196,43.5,9.636899999999999,0.20798952059004724,30.0,70.0,0.8278217508969333,-0.8898135199423308,-0.7782585686268406,0.22297297297297297,,,,0.75,0.6208663131727
data2.1,111,113,phase2,expert_3,P370,48.0,205.84,111.0,二等奖,72,51.263888888888886,9.26905050906473,48.5,6.6716999999999995,0.1808105219866325,35.0,76.0,0.8468759224109629,-0.3521276408729183,-0.0749434177196217,0.4513888888888889,5.0,0.35909242322980395,,0.5598487372049673,0.47412241573106945
data2.1,112,114,phase1,expert_1,P037,82.0,205.66,112.0,二等奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,1.2426938820269782,1.6862268986914881,0.85,,,,0.75,0.6077637201716792
data2.1,112,114,phase1,expert_2,P345,37.0,205.66,112.0,二等奖,120,32.28333333333333,9.368446355444746,32.5,9.636899999999999,0.290194517979703,20.0,66.0,0.775076925273164,0.5034630596913692,0.4669551411761044,0.725,,,,0.75,0.5813076939548729
data2.1,112,114,phase1,expert_3,P376,73.0,205.66,112.0,二等奖,120,47.025,14.150726738471446,48.0,11.8608,0.3009192288882817,20.0,80.0,0.7686872311469819,1.8355947705061688,2.10778362336436,0.9583333333333334,2.0,,,0.5,0.38434361557349095
data2.1,112,114,phase1,expert_4,P308,58.0,205.66,112.0,二等奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,1.6246369905128077,2.023472278429786,0.9708333333333333,,,,0.75,0.6032110355242711
data2.1,112,114,phase1,expert_5,P565,68.0,205.66,112.0,二等奖,120,47.93333333333333,15.461382271216719,50.0,13.343399999999999,0.32256013083205953,20.0,79.0,0.7561092888614993,1.2978572235435417,1.3489815189531904,0.925,,,,0.75,0.5670819666461244
data2.1,112,114,phase2,expert_1,P037,57.0,205.66,112.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,0.022180529152912274,0.0,0.5263157894736842,,,,0.75,0.6922569495233959
data2.1,112,114,phase2,expert_2,P376,51.0,205.66,112.0,二等奖,71,56.605633802816904,8.62633653949087,56.0,8.8956,0.1523936039571664,38.0,76.0,0.8677590682264574,-0.6498278588082712,-0.5620756328971627,0.24647887323943662,,,,0.75,0.6508193011698431
data2.1,112,114,phase2,expert_3,P326,44.0,205.66,112.0,二等奖,70,44.81428571428572,7.33917986403144,44.0,8.8956,0.16376875692770188,32.0,58.0,0.8592772353160225,-0.11095050528417305,0.0,0.5071428571428571,,,,0.75,0.6444579264870169
data2.1,113,115,phase1,expert_1,P530,62.0,205.52,113.0,二等奖,119,52.890756302521005,11.9389619370791,54.0,10.3782,0.2257287051973964,20.0,86.0,0.8158412181747476,0.7629845664544933,0.770846582258966,0.8235294117647058,,,,0.75,0.6118809136310608
data2.1,113,115,phase1,expert_2,P370,40.0,205.52,113.0,二等奖,119,38.57983193277311,15.560976723254987,36.0,14.825999999999999,0.4033448551660517,5.0,75.0,0.7125832230892915,0.09126471252312392,0.26979630379063807,0.6134453781512605,2.0,,,0.5,0.3562916115446457
data2.1,113,115,phase1,expert_3,P322,45.0,205.52,113.0,二等奖,119,41.66386554621849,14.82112401723673,41.0,11.8608,0.3557308910954358,0.0,83.0,0.737609511274023,0.22509321492092235,0.3372453797382976,0.7058823529411765,1.0,,,0.5,0.3688047556370115
data2.1,113,115,phase1,expert_4,P326,51.0,205.52,113.0,二等奖,119,35.57142857142857,10.964172338144484,34.0,11.8608,0.3082297444458289,20.0,63.0,0.7643917318388169,1.4071806747231845,1.433292863887765,0.8991596638655462,,,,0.75,0.5732937988791127
data2.1,113,115,phase1,expert_5,P239,65.0,205.52,113.0,二等奖,119,53.470588235294116,15.037706014995099,53.0,16.3086,0.28123322580298865,23.0,85.0,0.7804980232020357,0.7667001704388382,0.7358081012471948,0.7521008403361344,,,,0.75,0.5853735174015268
data2.1,113,115,phase2,expert_1,P037,59.0,205.52,113.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,0.44361058305823353,0.44966050631773014,0.7302631578947368,,,,0.75,0.6922569495233959
data2.1,113,115,phase2,expert_2,P117,40.0,205.52,113.0,二等奖,73,46.87671232876713,10.92518141913881,43.0,10.3782,0.23306202326041292,30.0,75.0,0.8109892131426124,-0.6294369003996999,-0.2890674683471122,0.3013698630136986,,,,0.75,0.6082419098569594
data2.1,113,115,phase2,expert_3,P434,59.0,205.52,113.0,二等奖,74,58.5945945945946,4.943291895579493,57.0,2.9652,0.08436429895592307,52.0,81.0,0.9221993023588541,0.08201122126086358,0.6744907594765952,0.6621621621621622,,,,0.75,0.6916494767691406
data2.1,114,116,phase1,expert_1,P003,62.0,205.47,114.0,二等奖,119,48.865546218487395,12.871545526199066,48.0,10.3782,0.26340738050175216,0.0,80.0,0.7915103358054295,1.02042553901382,1.3489815189531904,0.8613445378151261,,,,0.75,0.5936327518540722
data2.1,114,116,phase1,expert_2,P440,63.0,205.47,114.0,二等奖,119,49.411764705882355,11.08397206284508,50.0,8.8956,0.22431848222424564,20.0,82.0,0.8167809393706763,1.2259355416157338,1.4613966455326228,0.907563025210084,,,,0.75,0.6125857045280072
data2.1,114,116,phase1,expert_3,P255,65.0,205.47,114.0,二等奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,1.2777032182499564,1.7986420252709205,0.8823529411764706,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,114,116,phase1,expert_4,P593,62.0,205.47,114.0,二等奖,119,54.18487394957983,14.613649520721548,55.0,11.8608,0.2696997972961948,20.0,78.0,0.7875877448586539,0.5347826386104747,0.5901794145420208,0.7058823529411765,,,,0.75,0.5906908086439904
data2.1,114,116,phase1,expert_5,P625,82.0,205.47,114.0,二等奖,119,75.7983193277311,14.318164255933004,80.0,7.412999999999999,0.18889817588204297,25.0,96.0,0.8411149249666402,0.43313378457012197,0.26979630379063807,0.5756302521008403,1.0,,,0.5,0.4205574624833201
data2.1,114,116,phase2,expert_1,P434,55.0,205.47,114.0,二等奖,74,58.5945945945946,4.943291895579493,57.0,2.9652,0.08436429895592307,52.0,81.0,0.9221993023588541,-0.7271661618463275,-0.6744907594765952,0.21621621621621623,,,,0.75,0.6916494767691406
data2.1,114,116,phase2,expert_2,P370,54.0,205.47,114.0,二等奖,72,51.263888888888886,9.26905050906473,48.5,6.6716999999999995,0.1808105219866325,35.0,76.0,0.8468759224109629,0.2951878521360215,0.8243775949158386,0.7152777777777778,5.0,0.35909242322980395,,0.5598487372049673,0.47412241573106945
data2.1,114,116,phase2,expert_3,P308,48.0,205.47,114.0,二等奖,70,47.42857142857143,7.080431143368561,47.0,8.1543,0.14928619880596364,30.0,64.0,0.8701052888644598,0.08070533557321038,0.12263468354119914,0.5714285714285714,,,,0.75,0.6525789666483448
data2.1,115,117,phase1,expert_1,P037,86.0,205.25,115.0,二等奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,1.5117480378108976,2.023472278429786,0.9083333333333333,,,,0.75,0.6077637201716792
data2.1,115,117,phase1,expert_2,P434,59.0,205.25,115.0,二等奖,119,45.63865546218487,14.298115967175402,46.0,14.825999999999999,0.31328959677662915,20.0,75.0,0.7614466774536439,0.9344828765194766,0.8768379873195737,0.7941176470588235,,,,0.75,0.571085008090233
data2.1,115,117,phase1,expert_3,P378,61.0,205.25,115.0,二等奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,0.38594617091625055,0.06744907594765952,0.6134453781512605,,,,0.75,0.5791483215128574
data2.1,115,117,phase1,expert_4,P308,55.0,205.25,115.0,二等奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,1.328050115977001,1.6187778227438285,0.9291666666666667,,,,0.75,0.6032110355242711
data2.1,115,117,phase1,expert_5,P565,53.0,205.25,115.0,二等奖,120,47.93333333333333,15.461382271216719,50.0,13.343399999999999,0.32256013083205953,20.0,79.0,0.7561092888614993,0.3276981693996984,0.22483025315886507,0.6083333333333333,,,,0.75,0.5670819666461244
data2.1,115,117,phase2,expert_1,P117,42.0,205.25,115.0,二等奖,73,46.87671232876713,10.92518141913881,43.0,10.3782,0.23306202326041292,30.0,75.0,0.8109892131426124,-0.4463735787695084,-0.09635582278237075,0.410958904109589,,,,0.75,0.6082419098569594
data2.1,115,117,phase2,expert_2,P434,61.0,205.25,115.0,二等奖,74,58.5945945945946,4.943291895579493,57.0,2.9652,0.08436429895592307,52.0,81.0,0.9221993023588541,0.48659991281445913,1.3489815189531904,0.7905405405405406,,,,0.75,0.6916494767691406
data2.1,115,117,phase2,expert_3,P376,53.0,205.25,115.0,二等奖,71,56.605633802816904,8.62633653949087,56.0,8.8956,0.1523936039571664,38.0,76.0,0.8677590682264574,-0.41797972827868707,-0.3372453797382976,0.352112676056338,,,,0.75,0.6508193011698431
data2.1,116,118,phase1,expert_1,P003,65.0,205.17,116.0,二等奖,119,48.865546218487395,12.871545526199066,48.0,10.3782,0.26340738050175216,0.0,80.0,0.7915103358054295,1.2534977830496061,1.6380489873003026,0.9201680672268907,,,,0.75,0.5936327518540722
data2.1,116,118,phase1,expert_2,P255,69.0,205.17,116.0,二等奖,119,49.403361344537814,12.206777311576767,49.0,8.8956,0.24708394286062857,0.0,75.0,0.8018706404848305,1.6053900349994064,2.2483025315886507,0.9117647058823529,4.0,-1.0,,0.35714285714285715,0.2863823716017252
data2.1,116,118,phase1,expert_3,P388,73.0,205.17,116.0,二等奖,119,58.285714285714285,14.536419987509605,60.0,14.825999999999999,0.24939936253080205,20.0,91.0,0.8003845927809544,1.01223586873033,0.8768379873195737,0.8781512605042017,,,,0.75,0.6002884445857158
data2.1,116,118,phase1,expert_4,P593,73.0,205.17,116.0,二等奖,119,54.18487394957983,14.613649520721548,55.0,11.8608,0.2696997972961948,20.0,78.0,0.7875877448586539,1.2875035783320998,1.5176042088223392,0.9117647058823529,,,,0.75,0.5906908086439904
data2.1,116,118,phase1,expert_5,P625,87.0,205.17,116.0,二等奖,119,75.7983193277311,14.318164255933004,80.0,7.412999999999999,0.18889817588204297,25.0,96.0,0.8411149249666402,0.782340562102944,0.9442870632672333,0.8781512605042017,1.0,,,0.5,0.4205574624833201
data2.1,116,118,phase2,expert_1,P493,44.0,205.17,116.0,二等奖,74,44.17567567567568,9.188077605525196,43.5,9.636899999999999,0.20798952059004724,30.0,70.0,0.8278217508969333,-0.01911995993264529,0.05188390457512271,0.5540540540540541,,,,0.75,0.6208663131727
data2.1,116,118,phase2,expert_2,P434,61.0,205.17,116.0,二等奖,74,58.5945945945946,4.943291895579493,57.0,2.9652,0.08436429895592307,52.0,81.0,0.9221993023588541,0.48659991281445913,1.3489815189531904,0.7905405405405406,,,,0.75,0.6916494767691406
data2.1,116,118,phase2,expert_3,P280,46.0,205.17,116.0,二等奖,72,56.486111111111114,9.203479218967102,57.5,9.636899999999999,0.16293348998417292,38.0,76.0,0.8598944037750684,-1.139363805972494,-1.1933298052278223,0.1736111111111111,,,,0.75,0.6449208028313014
data2.1,117,119,phase1,expert_1,P037,79.0,205.16,117.0,二等奖,120,63.525,14.866895433544043,62.0,11.8608,0.2340321988751522,25.0,95.0,0.8103516268955723,1.0409032651890386,1.433292863887765,0.825,,,,0.75,0.6077637201716792
data2.1,117,119,phase1,expert_2,P434,39.0,205.16,117.0,二等奖,119,45.63865546218487,14.298115967175402,46.0,14.825999999999999,0.31328959677662915,20.0,75.0,0.7614466774536439,-0.4643028128618781,-0.47214353163361666,0.3277310924369748,,,,0.75,0.571085008090233
data2.1,117,119,phase1,expert_3,P378,70.0,205.16,117.0,二等奖,119,54.76470588235294,16.155864696997092,60.0,14.825999999999999,0.29500504817287926,20.0,82.0,0.7721977620171432,0.9430194176161216,0.6744907594765952,0.8697478991596639,,,,0.75,0.5791483215128574
data2.1,117,119,phase1,expert_4,P308,50.0,205.16,117.0,二等奖,120,41.56666666666667,10.115080125158444,43.0,7.412999999999999,0.24334595329170272,20.0,60.0,0.8042813806990282,0.8337386584173231,0.9442870632672333,0.8125,,,,0.75,0.6032110355242711
data2.1,117,119,phase1,expert_5,P565,61.0,205.16,117.0,二等奖,120,47.93333333333333,15.461382271216719,50.0,13.343399999999999,0.32256013083205953,20.0,79.0,0.7561092888614993,0.8451163316097482,0.8243775949158386,0.8625,,,,0.75,0.5670819666461244
data2.1,117,119,phase2,expert_1,P037,59.0,205.16,117.0,二等奖,76,56.89473684210526,4.745746017556976,57.0,4.4478,0.08341274221422992,47.0,72.0,0.9230092660311945,0.44361058305823353,0.44966050631773014,0.7302631578947368,,,,0.75,0.6922569495233959
data2.1,117,119,phase2,expert_2,P322,45.0,205.16,117.0,二等奖,68,46.86764705882353,9.873686440903155,47.0,10.3782,0.21067169061230454,30.0,77.0,0.825987761797126,-0.18915397708869247,-0.1927116455647415,0.4485294117647059,6.0,0.6377481392176932,,0.6195777761033174,0.51176366054282
data2.1,117,119,phase2,expert_3,P326,42.0,205.16,117.0,二等奖,70,44.81428571428572,7.33917986403144,44.0,8.8956,0.16376875692770188,32.0,58.0,0.8592772353160225,-0.3834605182628429,-0.22483025315886507,0.40714285714285714,,,,0.75,0.6444579264870169
data2.1,118,120,phase1,expert_1,P125,72.0,204.42,118.0,二等奖,120,55.75833333333333,12.029372898240789,56.5,11.119499999999999,0.2157412565818106,30.0,85.0,0.822543443834101,1.3501673615124108,1.3939475695849635,0.9166666666666666,,,,0.75,0.6169075828755758
